UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA
MA,PRESIDENTE JUSCELINO,38451.5703125,12382,3105.43994141
MA,BACABEIRA,95500625,15574,6132.06005859
MA,GOVERNADOR EUGÊNIO BARROS,51424.3125,16503,3116.06005859
MA,ITINGA DO MARANHÃO,137673.25,26125,5269.79003906
MA,SÃO LUÍS GONZAGA DO MARANHÃO,96742.3984375,19877,4867.04980469
MA,SÃO PEDRO DA ÁGUA BRANCA,65256.91796875,11481,5683.91015625
MA,GOVERNADOR NUNES FREIRE,82837.78125,24520,3378.37988281
MA,SÃO JOÃO DO SOTER,46917.0703125,17326,2707.89990234
MA,IGARAPÉ GRANDE,44660.359375,11121,4015.86010742
MA,SANTANA DO MARANHÃO,37810.55078125,11170,3385.01000977
MA,MARANHÃOZINHO,56887.16796875,12684,4484.95019531
MA,SÃO PEDRO DOS CRENTES,27159.71875,4144,6553.99023438
MA,PERITORÓ,55433.60546875,19817,2797.2800293
MA,MILAGRES DO MARANHÃO,34294.28515625,7854,4366.47021484
MA,NINA RODRIGUES,33562.359375,10527,3188.2199707
MA,COLINAS,132661.1875,36787,3606.19995117
MA,BELÁGUA,26266.54492188,5953,4412.31982422
MA,MATÕES,80207625,29386,2729.44995117
MA,SANTO AMARO DO MARANHÃO,30778.828125,11693,2632.23999023
MA,MIRANDA DO NORTE,63276.82421875,18494,3421.47998047
MA,ANAJATUBA,78903.5625,25063,3148.20996094
MA,MATINHA,59626.1484375,21204,2812.02001953
MA,PEDRO DO ROSÁRIO,61557.19140625,22856,2693.26000977
MA,SÃO BENTO,105918.0234375,39312,2694.29003906
MA,URBANO SANTOS,72605.1171875,22938,3165.2800293
MA,APICUM-AÇU,37902.859375,13890,2728.79003906
MA,VIANA,149946.109375,49348,3038.54003906
MA,SÃO DOMINGOS DO MARANHÃO,117008.640625,33506,3492.16992188
MA,DAVINÓPOLIS,35339.9140625,12091,2922.83007812
MA,SÃO JOSÉ DE RIBAMAR,473406.96875,139473,3394.26000977
MA,SÃO FÉLIX DE BALSAS,19039.73632812,4442,4286.29980469
MA,SÃO RAIMUNDO DAS MANGABEIRAS,374489.0625,16594,22567.74023438
MA,ZÉ DOCA,185139.734375,46265,4001.7199707
MA,AMAPÁ DO MARANHÃO,25270.69335938,6451,3917.33007812
MA,LAGO DA PEDRA,152434625,44272,3443.13989258
MA,LIMA CAMPOS,41257.61328125,11794,3498.18994141
MA,TASSO FRAGOSO,252911.84375,6890,36707.08984375
MA,BOM LUGAR,57368.6171875,13384,4286.35986328
MA,BURITI BRAVO,68815.1953125,23074,2982.37011719
MA,CURURUPU,107963.34375,35108,3075.17993164
MA,BARREIRINHAS,148248.078125,50354,2944.12011719
MA,PRESIDENTE DUTRA,185824.765625,41303,4499.06005859
MA,SÃO FRANCISCO DO BREJÃO,45696.53125,8863,5155.87988281
MA,GRAJAÚ,277077.53125,56633,4892.50976562
MA,MAGALHÃES DE ALMEIDA,59104.46484375,14808,3991.38989258
MA,JUNCO DO MARANHÃO,28271.05273438,3950,7157.22998047
MA,PINHEIRO,316422.09375,77182,4099.68994141
MA,LUÍS DOMINGUES,28483.0703125,6997,4070.75
MA,SANTA QUITÉRIA DO MARANHÃO,92080375,29551,3115.97998047
MA,SÃO JOÃO DO CARÚ,39601.421875,12511,3165.33007812
MA,CONCEIÇÃO DO LAGO-AÇU,48036.515625,14909,3221.97998047
MA,GONÇALVES DIAS,50201.11328125,16911,2968.55004883
MA,SÃO LUÍS,15337347,997098,15381.99023438
MA,SUCUPIRA DO RIACHÃO,15975.88769531,4869,3281.13989258
MA,PRESIDENTE VARGAS,33425.34375,10191,3279.88989258
MA,BOM JESUS DAS SELVAS,121741.453125,25473,4779.22998047
MA,PRIMEIRA CRUZ,32579.3203125,12493,2607.81005859
MA,CENTRO NOVO DO MARANHÃO,119718.2265625,15668,7640.93994141
MA,MATA ROMA,57988.171875,14491,4001.66992188
MA,LAGOA DO MATO,36639.984375,10639,3443.92993164
MA,ESTREITO,269802.40625,27756,9720.50976562
MA,ARARI,92651.421875,28787,3218.52001953
MA,BURITIRANA,48739.4375,15051,3238.29003906
MA,PAÇO DO LUMIAR,291564.46875,103958,2804.63989258
MA,BACURITUBA,17795.5546875,5687,3129.15991211
MA,CAJAPIÓ,22781.03515625,10337,2203.83007812
MA,JENIPAPO DOS VIEIRAS,51609.3203125,15438,3343.01000977
MA,BREJO DE AREIA,33320.8359375,5505,6052.83007812
MA,ALTO ALEGRE DO PINDARÉ,117887.0234375,33211,3549.63989258
MA,LAJEADO NOVO,31862.96679688,6937,4593.18994141
MA,GUIMARÃES,39999.6015625,12740,3139.68994141
MA,BERNARDO DO MEARIM,32000.21289062,6249,5120.85009766
MA,SÃO FRANCISCO DO MARANHÃO,38685.26953125,14801,2613.68994141
MA,NOVA COLINAS,22907.2890625,5094,4496.91992188
MA,CAJARI,48668.73828125,13170,3695.41992188
MA,POÇÃO DE PEDRAS,94814.2578125,15533,6104.04980469
MA,CÂNDIDO MENDES,56098.98828125,19684,2849.97998047
MA,ALTO PARNAÍBA,97213.53125,10640,9136.61035156
MA,PIRAPEMAS,61941.3515625,15500,3996.2199707
MA,SÃO JOÃO DOS PATOS,89164.140625,24357,3660.7199707
MA,ALTAMIRA DO MARANHÃO,30728.74609375,7771,3954.2800293
MA,OLINDA NOVA DO MARANHÃO,35572.08203125,12684,2804.47998047
MA,CEDRAL,30859.44335938,10152,3039.73999023
MA,SANTA LUZIA DO PARUÁ,160432.453125,20190,7946.12988281
MA,ITAPECURU MIRIM,213359.203125,56810,3755.65991211
MA,ARAIOSES,132998.6875,39166,3395.77001953
MA,AXIXÁ,36745.2265625,15203,2416.9699707
MA,ESPERANTINÓPOLIS,64343.0546875,18815,3419.77001953
MA,SANTO ANTÔNIO DOS LOPES,65007.71484375,14663,4433.45019531
MA,CHAPADINHA,277768.03125,70537,3937.90991211
MA,JATOBÁ,26733.35546875,8909,3000.70996094
MA,MIRINZAL,39531.5546875,14311,2762.32006836
MA,BURITICUPU,248992.484375,64685,3849.31005859
MA,PENALVA,100140.96875,34907,2868.79003906
MA,MARAJÁ DO SENA,35996.2109375,6954,5176.33007812
MA,BACURI,47541.1171875,16585,2866.51000977
MA,FORTUNA,54452.68359375,14922,3649.14990234
MA,FEIRA NOVA DO MARANHÃO,32300.70117188,7899,4089.20996094
MA,SUCUPIRA DO NORTE,31425.09570312,10535,2982.91992188
MA,PASSAGEM FRANCA,61833.859375,17898,3454.79003906
MA,CENTRAL DO MARANHÃO,23766.75390625,9246,2570.48999023
MA,FORMOSA DA SERRA NEGRA,64831.62109375,17792,3643.86010742
MA,SÃO BERNARDO,89596.7578125,26615,3366.39990234
MA,TUTÓIA,135141.71875,48424,2790.80004883
MA,MATÕES DO NORTE,37177.8984375,11295,3291.54003906
MA,CIDELÂNDIA,81823.40625,12866,6359.66015625
MA,COELHO NETO,157696.421875,45624,3456.43994141
MA,MONÇÃO,94031.5234375,28602,3287.59008789
MA,PINDARÉ-MIRIM,115792.71875,32236,3592.0300293
MA,SÍTIO NOVO,63305.64453125,16086,3935.44995117
MA,CACHOEIRA GRANDE,26988.92382812,9286,2906.40991211
MA,BACABAL,505599.8125,98489,5133.56982422
MA,BURITI,99994.796875,26202,3816.30004883
MA,TUNTUM,133867625,39380,3399.37988281
MA,BENEDITO LEITE,18226.36132812,5567,3274
MA,LAGO DO JUNCO,38999.54296875,9888,3944.12988281
MA,OLHO D'ÁGUA DAS CUNHÃS,67412.1640625,17923,3761.20996094
MA,PARAIBANO,60119.0625,20255,2968.11010742
MA,BELA VISTA DO MARANHÃO,31553.85351562,8855,3563.38989258
MA,MIRADOR,97021.4921875,19991,4853.25976562
MA,NOVA IORQUE,16706.12890625,5087,3284.08007812
MA,VARGEM GRANDE,142970.515625,45630,3133.26000977
MA,VILA NOVA DOS MARTÍRIOS,65729.953125,9185,7156.22998047
MA,PERI MIRIM,38253.81640625,12492,3062.27001953
MA,CAXIAS,825527.0625,148072,5575.16992188
MA,NOVA OLINDA DO MARANHÃO,77139.328125,17835,4325.16992188
MA,FERNANDO FALCÃO,36901.5859375,8765,4210.10986328
MA,LAGO DOS RODRIGUES,44755.63671875,7940,5636.72998047
MA,SÃO JOÃO DO PARAÍSO,50444.48828125,11729,4300.83007812
MA,GOVERNADOR ARCHER,35078.73828125,10330,3395.81005859
MA,COROATÁ,187734.1875,63081,2976.08007812
MA,PASTOS BONS,56693.8671875,18306,3097.01000977
MA,BARRA DO CORDA,392365.8125,81329,4824.43017578
MA,CODÓ,493036.34375,113937,4327.27001953
MA,CENTRO DO GUILHERME,35058.98828125,7432,4717.29980469
MA,CAROLINA,117392.609375,25257,4647.91992188
MA,VITÓRIA DO MEARIM,99288.359375,32018,3101.02001953
MA,BOA VISTA DO GURUPI,26424.14257812,7895,3346.94995117
MA,SÃO DOMINGOS DO AZEITÃO,70780.0546875,7252,9760.0703125
MA,LAGOA GRANDE DO MARANHÃO,37487.35546875,9363,4003.7800293
MA,SANTA HELENA,105130.609375,35472,2963.76000977
MA,MONTES ALTOS,34996.8828125,8914,3926.06005859
MA,ANAPURUS,66122.6875,13257,4987.75976562
MA,ICATU,73257.6875,25557,2866.43994141
MA,SÃO BENEDITO DO RIO PRETO,54039.44921875,17818,3032.86010742
MA,FORTALEZA DOS NOGUEIRAS,80252.7421875,11972,6703.37011719
MA,AFONSO CUNHA,20460.80078125,5948,3439.94995117
MA,SANTA FILOMENA DO MARANHÃO,28737.41015625,5804,4951.31005859
MA,MARACAÇUMÉ,65045.10546875,18414,3532.37011719
MA,SENADOR LA ROCQUE,87790.4609375,19359,4534.87011719
MA,RIACHÃO,151116.203125,21672,6972.87988281
MA,TIMON,715426625,150635,4749.41015625
MA,PAULINO NEVES,51447.19140625,13355,3852.2800293
MA,BREJO,126317.1015625,32453,3892.31005859
MA,IMPERATRIZ,2000734.5,236691,8452.94042969
MA,LORETO,83674.0859375,10701,7819.27978516
MA,PRESIDENTE SARNEY,63821.51171875,16325,3909.42993164
MA,RAPOSA,100919.59375,25837,3906.01000977
MA,TRIZIDELA DO VALE,80588.1328125,19104,4218.39013672
MA,SÃO MATEUS DO MARANHÃO,117996.6171875,39622,2978.06005859
MA,PEDREIRAS,215696.484375,38934,5540.04980469
MA,PAULO RAMOS,90368.515625,16236,5565.93017578
MA,BALSAS,1120221375,83617,13397.04980469
MA,GOVERNADOR NEWTON BELLO,52123.2421875,11642,4477.16992188
MA,CANTANHEDE,59457.3125,19564,3039.12011719
MA,IGARAPÉ DO MEIO,75123.78125,12291,6112.10009766
MA,SANTA RITA,99755.2421875,32872,3034.65991211
MA,ALCÂNTARA,65418.3046875,22020,2970.86010742
MA,DOM PEDRO,79900.609375,22086,3617.69995117
MA,PARNARAMA,120248.40625,36300,3312.62988281
MA,SÃO VICENTE FERRER,39492.9609375,20463,1929.9699707
MA,ÁGUA DOCE DO MARANHÃO,37689.296875,12460,3024.82006836
MA,PIO XII,70833.7578125,22220,3187.84008789
MA,TUFILÂNDIA,28744.01367188,5687,5054.33984375
MA,SÃO JOÃO BATISTA,47761.42578125,18570,2571.9699707
MA,SANTA INÊS,421676125,85701,4920.31982422
MA,LAGO VERDE,54978.83203125,15103,3640.26000977
MA,PORTO RICO DO MARANHÃO,31663.69140625,7179,4410.60009766
MA,PALMEIRÂNDIA,66771.796875,18772,3556.98999023
MA,TURIAÇU,120007.84375,33649,3566.45996094
MA,ALDEIAS ALTAS,101972.65625,22667,4498.72998047
MA,ITAIPAVA DO GRAJAÚ,44514.484375,13964,3187.80004883
MA,CAMPESTRE DO MARANHÃO,68475.671875,12716,5385
MA,SAMBAÍBA,100500.4921875,6038,16644.66992188
MA,SATUBINHA,30406.22851562,8715,3488.94995117
MA,RIBAMAR FIQUENE,38161.09375,7477,5103.79980469
MA,BOM JARDIM,255605.5625,39224,6516.56005859
MA,ROSÁRIO,134819125,39627,3402.19995117
MA,AÇAILÂNDIA,1301120.5,101130,12865.8203125
MA,JOÃO LISBOA,89842.2734375,20395,4405.10986328
MA,TIMBIRAS,63724.8515625,26909,2368.15991211
MA,HUMBERTO DE CAMPOS,76256.4921875,25403,3001.87011719
MA,ARAGUANÃ,35695.109375,10325,3457.14990234
MA,TURILÂNDIA,70475.25,21102,3339.73999023
MA,ARAME,97223.8828125,27750,3503.56005859
MT,NOVO HORIZONTE DO NORTE,32778.5078125,3970,8256.54980469
MT,NOVA SANTA HELENA,49004,3473,14109.99023438
MT,NOVA GUARITA,45700.81640625,4907,9313.38964844
MT,TAPURAH,321427.21875,11517,27908.93945312
MT,SAPEZAL,1418892125,15735,90174.2734375
MT,PLANALTO DA SERRA,33849.7578125,2797,12102.16992188
MT,GAÚCHA DO NORTE,132122.640625,6195,21327.30078125
MT,SÃO PEDRO DA CIPA,27307.92578125,4241,6439.02978516
MT,COCALINHO,93218.71875,6103,15274.24023438
MT,PONTES E LACERDA,523958.28125,39228,13356.74023438
MT,GENERAL CARNEIRO,98700.0546875,5028,19630.08007812
MT,SANTA CARMEM,182842.890625,4573,39983.140625
MT,MIRASSOL D'OESTE,301727.3125,25605,11783.91992188
MT,CANABRAVA DO NORTE,61282.00390625,5563,11016
MT,ARAPUTANGA,230694.578125,16090,14337.75976562
MT,CAMPO NOVO DO PARECIS,1389985.25,23784,58442.03125
MT,NOVA MONTE VERDE,168346625,8602,19570.640625
MT,COTRIGUAÇU,135221.484375,14965,9035.84960938
MT,PARANAÍTA,139865.96875,12113,11546.76953125
MT,IPIRANGA DO NORTE,343376,4641,73987.5078125
MT,LUCAS DO RIO VERDE,1809788125,33556,53933.37109375
MT,NOVA OLÍMPIA,231758.859375,20944,11065.63964844
MT,VERA,234282.15625,9502,24656.08984375
MT,NOBRES,218158.0625,15315,14244.73046875
MT,CAMPO VERDE,1152314875,28147,40939.171875
MT,ARAGUAIANA,51094.03125,2996,17054.08007812
MT,CUIABÁ,9816819,550562,17830.5390625
MT,JUARA,638522.3125,33246,19205.99023438
MT,TABAPORÃ,192724125,10760,17911.16015625
MT,CLÁUDIA,168539.03125,11148,15118.3203125
MT,QUERÊNCIA,509606.8125,11570,44045.53125
MT,TORIXORÉU,56733.08984375,4113,13793.59960938
MT,SÃO JOSÉ DO XINGU,95578.59375,4218,22659.69921875
MT,RIBEIRÃO CASCALHEIRA,102114.3125,9172,11133.26953125
MT,PEDRA PRETA,370495.65625,16461,22507.48046875
MT,POCONÉ,283639.59375,32162,8819.08984375
MT,NOVA MUTUM,1200944375,26874,44687.9609375
MT,NOVA BANDEIRANTES,192547.828125,14078,13677.20996094
MT,SÃO JOSÉ DOS QUATRO MARCOS,183400.921875,19493,9408.54980469
MT,ALTO PARAGUAI,65186.01953125,8329,7826.39013672
MT,ITANHANGÁ,129650.5390625,5061,25617.5703125
MT,JURUENA,91460.1015625,9595,9532.05957031
MT,DIAMANTINO,908566.25,18989,47846.98046875
MT,APIACÁS,148853.84375,8381,17760.86914062
MT,NOVA MARILÂNDIA,38595.01171875,2345,16458.4296875
MT,VALE DE SÃO DOMINGOS,32239.96875,2955,10910.30957031
MT,JAURU,125273.6171875,10748,11655.53027344
MT,NOVA LACERDA,73640.671875,5252,14021.45019531
MT,VÁRZEA GRANDE,3000096,240038,12498.41992188
MT,RESERVA DO CABAÇAL,23329.37109375,2598,8979.74023438
MT,ROSÁRIO OESTE,203422.328125,18497,10997.58007812
MT,BOM JESUS DO ARAGUAIA,101233.46875,4792,21125.51953125
MT,RONDONÓPOLIS,4862344,181902,26730.5703125
MT,JUSCIMEIRA,150343.078125,12168,12355.61035156
MT,MATUPÁ,249672.71875,15170,16458.3203125
MT,JANGADA,97908.1171875,8462,11570.33007812
MT,FELIZ NATAL,166344.46875,11170,14892.0703125
MT,ALTA FLORESTA,579852.1875,51414,11278.09960938
MT,PORTO ESTRELA,40506.87890625,4027,10058.8203125
MT,CHAPADA DOS GUIMARÃES,161839.515625,18190,8897.16992188
MT,NOVA MARINGÁ,215663.78125,5989,36009.98046875
MT,DENISE,112836.2265625,11142,10127.11035156
MT,ITIQUIRA,566956375,13022,43538.3515625
MT,PORTO ALEGRE DO NORTE,90140.0703125,10109,8916.80957031
MT,DOM AQUINO,224333.046875,8498,26398.33984375
MT,GLÓRIA D'OESTE,35419.9140625,3185,11120.84960938
MT,GUIRATINGA,197953.296875,14523,13630.33007812
MT,ALTO ARAGUAIA,753334.4375,14611,51559.3984375
MT,NOVO MUNDO,100880.3984375,7216,13980.09960938
MT,BARRA DO GARÇAS,741355375,55120,13449.83984375
MT,INDIAVAÍ,46319.65625,2679,17289.91015625
MT,NOVA CANAÃ DO NORTE,194756.0625,13237,14713.00976562
MT,NORTELÂNDIA,69248.6640625,6272,11040.91992188
MT,JUÍNA,450454.84375,39708,11344.1796875
MT,SANTO ANTÔNIO DO LESTE,240566.609375,3573,67329.03125
MT,PORTO ESPERIDIÃO,113256.6171875,9850,11498.12988281
MT,NOVA UBIRATÃ,440926.96875,8372,52666.859375
MT,SANTA TEREZINHA,73279.421875,7690,9529.1796875
MT,TANGARÁ DA SERRA,1315683.25,81960,16052.75
MT,SANTA CRUZ DO XINGU,36023.68359375,2357,15283.70019531
MT,ITAÚBA,95909.21875,4585,20918.0390625
MT,ARENÁPOLIS,81260.3125,9903,8205.62988281
MT,ÁGUA BOA,367902125,20276,18144.7109375
MT,PONTAL DO ARAGUAIA,42808.26953125,5322,8043.64013672
MT,PEIXOTO DE AZEVEDO,220627.171875,30363,7266.31982422
MT,PORTO DOS GAÚCHOS,134702.203125,6383,21103.26953125
MT,COLÍDER,338273.46875,32096,10539.4296875
MT,SANTA RITA DO TRIVELATO,272048.4375,2751,98890.75
MT,TERRA NOVA DO NORTE,134435.46875,15190,8850.25976562
MT,BARÃO DE MELGAÇO,59532.46484375,7851,7582.79003906
MT,NOVA XAVANTINA,223776.71875,19398,11536.0703125
MT,PRIMAVERA DO LESTE,1969609,46933,41966.3984375
MT,COLNIZA,299267.5,31597,9471.38964844
MT,CONQUISTA D'OESTE,38263.3828125,3289,11633.74023438
MT,ARIPUANÃ,342075.71875,20511,16677.66992188
MT,ARAGUAINHA,11522.66308594,1115,10334.23046875
MT,BRASNORTE,399421.90625,15089,26471.0703125
MT,CASTANHEIRA,95436.4765625,8059,11842.21972656
MT,PARANATINGA,381964625,21424,17828.8203125
MT,BARRA DO BUGRES,417087.21875,34349,12142.62988281
MT,CAMPOS DE JÚLIO,624462375,5223,119560.1015625
MT,NOVA BRASILÂNDIA,45290.41796875,4902,9239.16992188
MT,LUCIARA,19378.42382812,2467,7855.06005859
MT,PONTE BRANCA,22615.87109375,1804,12536.50976562
MT,VILA RICA,273845.75,20075,13641.12988281
MT,CARLINDA,94468.9921875,12097,7809.29003906
MT,CONFRESA,249418.96875,22606,11033.30957031
MT,CÁCERES,852738875,87261,9772.28027344
MT,TESOURO,60791.4921875,3205,18967.69921875
MT,SANTO ANTÔNIO DO LEVERGER,190544.265625,20412,9334.91015625
MT,ALTO TAQUARI,507250.8125,6505,77978.6015625
MT,LAMBARI D'OESTE,77340.484375,5060,15284.6796875
MT,FIGUEIRÓPOLIS D'OESTE,42954.46875,3656,11749.03027344
MT,SÃO JOSÉ DO RIO CLARO,270494.75,18637,14513.86035156
MT,SÃO FÉLIX DO ARAGUAIA,166486,11257,14789.54980469
MT,VILA BELA DA SANTÍSSIMA TRINDADE,193655.09375,14523,13334.37011719
MT,SANTO AFONSO,37953.6953125,2944,12891.87988281
MT,SINOP,1813363.25,114051,15899.58007812
MT,NOVO SANTO ANTÔNIO,18348.640625,2325,7891.89013672
MT,RIO BRANCO,44930.54296875,5208,8627.21972656
MT,ALTO BOA VISTA,53055.69140625,5475,9690.54003906
MT,JACIARA,382745.5625,25922,14765.28027344
MT,ACORIZAL,51665.796875,5659,9129.84960938
MT,COMODORO,232122.140625,18974,12233.70019531
MT,CAMPINÁPOLIS,113937.0703125,14301,7967.06982422
MT,RIBEIRÃOZINHO,32890.05078125,2194,14990.91015625
MT,SORRISO,2339762.25,60028,38977.8515625
MT,SÃO JOSÉ DO POVO,26840.12890625,3451,7777.49023438
MT,NOVA NAZARÉ,27923.3046875,2955,9449.50976562
MT,UNIÃO DO SUL,95659.96875,4093,23371.59960938
MT,SALTO DO CÉU,37381.26953125,3584,10430.04003906
MT,CURVELÂNDIA,37341.52734375,5039,7410.5
MT,NOVO SÃO JOAQUIM,223176.0625,6985,31950.75976562
MT,CANARANA,327445.53125,18014,18177.27929688
MT,RONDOLÂNDIA,68200.28125,3484,19575.27929688
MT,POXORÉO,287976.78125,17758,16216.73046875
MT,SERRA NOVA DOURADA,15962.53320312,1447,11031.46972656
MT,MARCELÂNDIA,289744.75,14473,20019.6796875
MT,GUARANTÃ DO NORTE,260428.75,32142,8102.43994141
MT,ALTO GARÇAS,250193.453125,9550,26198.26953125
MT,NOSSA SENHORA DO LIVRAMENTO,98371.2265625,12819,7673.85986328
MS,CORUMBÁ,2715506.75,99467,27300.58007812
MS,ANASTÁCIO,202939.390625,23047,8805.45996094
MS,SONORA,258011.5625,13334,19349.90039062
MS,ALCINÓPOLIS,92977.2265625,4515,20592.9609375
MS,ANGÉLICA,133023.96875,7465,17819.68945312
MS,CAMAPUÃ,231829.265625,13532,17131.9296875
MS,CARACOL,74384.765625,5320,13982.09960938
MS,APARECIDA DO TABOADO,349331.9375,20623,16938.94921875
MS,PONTA PORÃ,821485875,75941,10817.41992188
MS,AMAMBAI,355782875,34986,10169.29003906
MS,SIDROLÂNDIA,568997.6875,41261,13790.20996094
MS,BELA VISTA,224436.546875,23726,9459.51953125
MS,ANAURILÂNDIA,106112.8203125,8697,12201.08007812
MS,JARDIM,217905.640625,24174,9014.04980469
MS,PORTO MURTINHO,227898.8125,15527,14677.58007812
MS,IVINHEMA,215205.796875,21067,10215.29980469
MS,COXIM,407916.5,32933,12386.25
MS,FIGUEIRÃO,53627.80859375,3443,15575.90039062
MS,RIBAS DO RIO PARDO,407836.15625,20077,20313.59960938
MS,CAMPO GRANDE,11645484,755107,15422.29980469
MS,NAVIRAÍ,693041.5625,45627,15189.29003906
MS,COSTA RICA,414671.5,19228,21566.01953125
MS,LAGUNA CARAPÃ,114866.703125,6031,19046.05078125
MS,MUNDO NOVO,175220.859375,16506,10615.58984375
MS,RIO BRILHANTE,600119.8125,27903,21507.359375
MS,TERENOS,179690.8125,15276,11762.95019531
MS,MARACAJU,776504.3125,32492,23898.3203125
MS,CASSILÂNDIA,273076.90625,21677,12597.54003906
MS,NOVO HORIZONTE DO SUL,52382.24609375,4932,10620.88964844
MS,BATAGUASSU,357573625,19596,18247.27929688
MS,ELDORADO,121477.9609375,12421,9780.04980469
MS,CORGUINHO,68084.109375,4370,15579.88964844
MS,DOURADINA,46228.9140625,5075,9109.15039062
MS,BATAYPORÃ,169988.34375,10885,15616.75
MS,JATEÍ,73539.640625,3895,18880.51953125
MS,BONITO,214122.734375,17856,11991.63964844
MS,ARAL MOREIRA,208040625,9679,21494.01953125
MS,BODOQUENA,127829.9765625,8397,15223.29003906
MS,LADÁRIO,120052.109375,18805,6384.04980469
MS,ÁGUA CLARA,331288.75,13879,23869.7890625
MS,SÃO GABRIEL DO OESTE,596696.25,21650,27561.02929688
MS,JAPORÃ,39353.12109375,7752,5076.50976562
MS,AQUIDAUANA,453318.5625,46515,9745.63964844
MS,SETE QUEDAS,83202.2109375,10955,7594.91015625
MS,TRÊS LAGOAS,2014697375,89493,22512.34960938
MS,CAARAPÓ,359395.1875,23696,15166.91015625
MS,GUIA LOPES DA LAGUNA,103997.7265625,10407,9993.05957031
MS,INOCÊNCIA,141434.296875,7501,18855.390625
MS,BRASILÂNDIA,197891875,12538,15783.37011719
MS,JUTI,60655.3515625,5569,10891.61035156
MS,TACURU,94785.0703125,9554,9920.98046875
MS,BANDEIRANTES,109730.15625,6001,18285.31054688
MS,MIRANDA,223395.234375,24838,8994.08984375
MS,PARANHOS,71293.5078125,11553,6171
MS,ANTÔNIO JOÃO,154354.140625,8734,17672.7890625
MS,SELVÍRIA,98676.78125,6656,14825.24023438
MS,NOVA ANDRADINA,609136.6875,45916,13266.33007812
MS,NIOAQUE,158079.828125,15693,10073.26953125
MS,RIO NEGRO,55235.49609375,5054,10929.0703125
MS,FÁTIMA DO SUL,161346.609375,19332,8346.08984375
MS,PARANAÍBA,515595.65625,40259,12806.96972656
MS,DOIS IRMÃOS DO BURITI,97025.5625,9643,10061.75976562
MS,ITAQUIRAÍ,190196.3125,17603,10804.76953125
MS,JARAGUARI,85222.7421875,5776,14754.62988281
MS,GLÓRIA DE DOURADOS,93563.3828125,9894,9456.58007812
MS,ITAPORÃ,230821.453125,19390,11904.15039062
MS,ROCHEDO,80849.7578125,4480,18046.8203125
MS,IGUATEMI,215600.4375,15222,14163.74023438
MS,VICENTINA,60769.06640625,5783,10508.23046875
MS,PEDRO GOMES,112090.9921875,8537,13130.01953125
MS,DEODÁPOLIS,102620.1171875,11600,8846.55957031
MS,NOVA ALVORADA DO SUL,239135.078125,12673,18869.65039062
MS,SANTA RITA DO PARDO,146599.171875,7454,19667.1796875
MS,TAQUARUSSU,46686.03125,3165,14750.71972656
MS,RIO VERDE DE MATO GROSSO,226357.765625,19216,11779.65039062
MS,DOURADOS,3003284.25,189762,15826.58007812
MS,CHAPADÃO DO SUL,618489.0625,17293,35765.28125
MS,CORONEL SAPUCAIA,88014.453125,14569,6041.20996094
MG,JACUTINGA,247816,21424,11567.20996094
MG,PEDRA AZUL,187523.671875,26000,7212.45019531
MG,SANTO ANTÔNIO DO RETIRO,25568.890625,7087,3607.86010742
MG,SERICITA,39047.0703125,7345,5316.14013672
MG,DIAMANTINA,287632.03125,46372,6202.70996094
MG,CEDRO DO ABAETÉ,10221.85644531,1221,8371.70996094
MG,NOVA LIMA,2120726.75,76608,27682.83984375
MG,IGARAPÉ,277495.78125,33773,8216.5
MG,SANTA MARIA DO SUAÇUÍ,71374.390625,14931,4780.27978516
MG,CATAS ALTAS DA NORUEGA,14633.55566406,3573,4095.59008789
MG,POUSO ALTO,80420.0546875,6494,12383.75
MG,CAMPANHA,145911.328125,15949,9148.62011719
MG,ORIZÂNIA,32101.34765625,7078,4535.37011719
MG,BRASÓPOLIS,105255.1484375,14756,7133.04003906
MG,LEME DO PRADO,22865.88476562,5145,4444.29003906
MG,RIO VERMELHO,62241.30078125,15343,4056.65991211
MG,IMBÉ DE MINAS,38283.34375,6641,5764.70019531
MG,DOURADOQUARA,23141.8359375,1924,12027.98046875
MG,PIRANGUÇU,34538.80859375,5319,6493.47998047
MG,SÃO JOÃO EVANGELISTA,81616.9921875,16254,5021.35009766
MG,EWBANK DA CÂMARA,19510.05859375,3676,5307.41992188
MG,VIÇOSA,599764125,74171,8086.22998047
MG,UBAPORANGA,69659.015625,12561,5545.66015625
MG,CAMPO DO MEIO,83806.1875,11871,7059.74023438
MG,ARICANDUVA,23447.10742188,5140,4561.68994141
MG,CATUTI,22031.84960938,5473,4025.55004883
MG,INHAPIM,150295.234375,24952,6023.37011719
MG,SERRA AZUL DE MINAS,17296.31054688,4479,3861.64990234
MG,PASSA-VINTE,12662.79980469,2132,5939.39990234
MG,JURUAIA,72658.75,8684,8366.96972656
MG,ARAÚJOS,61315.7109375,7692,7971.35986328
MG,SÃO SEBASTIÃO DO OESTE,141371.28125,5689,24849.9296875
MG,SANTOS DUMONT,563264.25,47244,11922.45019531
MG,CONGONHAL,89204.5078125,10261,8693.54980469
MG,SILVEIRÂNIA,14646.60546875,2193,6678.79980469
MG,SÃO ROMÃO,52772.86328125,9713,5433.22021484
MG,SÃO JOÃO DAS MISSÕES,35754.640625,11267,3173.38989258
MG,LIMA DUARTE,117942.3671875,16494,7150.62011719
