UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA
PI,MASSAPÊ DO PIAUÍ,17572.79296875,6672,2633.81005859
PI,VÁRZEA GRANDE,14614.19238281,4560,3204.87011719
PI,ITAUEIRA,46700.63671875,10904,4282.89013672
PI,PAVUSSU,13861.8671875,4465,3104.56005859
PI,SÃO JOÃO DA VARJOTA,13689.92480469,4965,2757.29003906
PI,BONFIM DO PIAUÍ,16210.26757812,5376,3015.30004883
PI,PIRACURUCA,95474.390625,26499,3602.93994141
PI,CABECEIRAS DO PIAUÍ,32028.62890625,9826,3259.58007812
PI,AROAZES,24428.75195312,6019,4058.61010742
PI,NOVO ORIENTE DO PIAUÍ,20731.03125,6321,3279.70996094
PI,FLORESTA DO PIAUÍ,9299.80566406,2643,3518.65991211
PI,PEDRO LAURENTINO,9352.91113281,2418,3868.04003906
PI,JUREMA,16599.84765625,4559,3641.12011719
PI,CORRENTE,112566.0234375,25406,4430.68994141
PI,MARCOLÂNDIA,28607.55859375,7477,3826.07006836
PI,CURRALINHOS,11285.45605469,4242,2660.40991211
PI,BRASILEIRA,21723.94335938,7970,2725.70996094
PI,SÃO LOURENÇO DO PIAUÍ,13126.82519531,5115,2566.34008789
PI,SÃO FÉLIX DO PIAUÍ,11539.94238281,3201,3605.11010742
PI,BOCAINA,15906.55566406,4146,3836.60009766
PI,FLORIANO,429720625,57968,7413.06982422
PI,SANTA LUZ,17753.984375,5495,3230.92993164
PI,ASSUNÇÃO DO PIAUÍ,23011.68359375,8370,2749.31005859
PI,ANÍSIO DE ABREU,25927.50585938,8552,3031.75
PI,DOM EXPEDITO LOPES,31609.2890625,6793,4653.20996094
PI,FRANCISCO MACEDO,9199.64355469,2315,3973.92993164
PI,SOCORRO DO PIAUÍ,13982.046875,4733,2954.15991211
PI,JOSÉ DE FREITAS,153536.328125,36485,4208.20019531
PI,CAJAZEIRAS DO PIAUÍ,10104.80957031,3323,3040.87011719
PI,CURRAIS,34505.06640625,4710,7325.91992188
PI,SÃO FRANCISCO DO PIAUÍ,20146.16015625,6461,3118.12011719
PI,FRANCINÓPOLIS,17245.60742188,5458,3159.68994141
PI,ILHA GRANDE,34292.40625,8734,3926.31005859
PI,ALVORADA DO GURGUÉIA,27634.43945312,5209,5305.12988281
PI,NOSSA SENHORA DOS REMÉDIOS,23638.20117188,8378,2821.45996094
PI,SÃO JOSÉ DO DIVINO,20682.10351562,5217,3964.37011719
PI,SÃO PEDRO DO PIAUÍ,48489.2109375,13544,3580.12011719
PI,PORTO,32157.57226562,11941,2693.04003906
PI,SANTA ROSA DO PIAUÍ,16148.84179688,5304,3044.64990234
PI,MIGUEL LEÃO,8365.68066406,1212,6902.37988281
PI,REDENÇÃO DO GURGUÉIA,29922.13867188,8567,3492.7199707
PI,FRANCISCO AYRES,17722.32421875,5147,3443.22998047
PI,LAGOA DO PIAUÍ,19942.30273438,3817,5224.60009766
PI,JATOBÁ DO PIAUÍ,23287.57226562,4683,4972.79003906
PI,SÃO JOÃO DO PIAUÍ,73767.7265625,19264,3829.30004883
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,14508.88183594,5224,2777.35009766
PI,SIMPLÍCIO MENDES,47974.109375,11886,4036.18994141
PI,RIBEIRA DO PIAUÍ,12661.11914062,4252,2977.68994141
PI,GILBUÉS,69108.7109375,10681,6470.25
PI,MONTE ALEGRE DO PIAUÍ,52707.390625,10663,4943.02001953
PI,SÃO JOÃO DO ARRAIAL,19997.05664062,7440,2687.7800293
PI,COIVARAS,13028.07714844,3955,3294.08007812
PI,BENEDITINOS,30910.51953125,9837,3142.27001953
PI,CARIDADE DO PIAUÍ,14595.64648438,4778,3054.76000977
PI,MIGUEL ALVES,95740.546875,33410,2865.62988281
PI,BELA VISTA DO PIAUÍ,13182.60742188,3762,3504.14990234
PI,JÚLIO BORGES,17273.45703125,5444,3172.92993164
PI,PORTO ALEGRE DO PIAUÍ,15302.33691406,2567,5961.18017578
PI,MANOEL EMÍDIO,28102.36328125,5543,5069.87988281
PI,VÁRZEA BRANCA,14977.6171875,5338,2805.85009766
PI,BREJO DO PIAUÍ,13479.57128906,4025,3348.95996094
PI,BETÂNIA DO PIAUÍ,20683.73046875,6442,3210.76000977
PI,RIO GRANDE DO PIAUÍ,21421.19921875,6650,3221.22998047
PI,HUGO NAPOLEÃO,15036.78320312,3784,3973.7800293
PI,BURITI DOS LOPES,72460.390625,19796,3660.36010742
PI,SÃO JOSÉ DO PEIXE,15313.89257812,3835,3993.18994141
PI,VILA NOVA DO PIAUÍ,13307.02246094,3136,4243.31005859
PI,BURITI DOS MONTES,24284.73242188,8117,2991.84008789
PI,SANTO INÁCIO DO PIAUÍ,12291.79589844,3756,3272.58007812
PI,PAULISTANA,72797.6796875,20390,3570.26000977
PI,GUADALUPE,98231.2265625,9809,10014.40039062
PI,MADEIRO,23075.33984375,8012,2880.10009766
PI,CAPITÃO GERVÁSIO OLIVEIRA,12069.73046875,4029,2995.70996094
PI,CARACOL,33394.68359375,10838,3081.26000977
PI,BOM PRINCÍPIO DO PIAUÍ,20777.93554688,5506,3773.68994141
PI,PALMEIRA DO PIAUÍ,33065.046875,5116,6463.06982422
PI,SÃO MIGUEL DO FIDALGO,11472.98339844,3182,3605.59008789
PI,CAMPINAS DO PIAUÍ,22183.11523438,5818,3812.84008789
PI,COCAL DOS ALVES,17449.0859375,5525,3158.20996094
PI,WALL FERRAZ,16078.15722656,4636,3468.11010742
PI,SÃO JOSÉ DO PIAUÍ,26354.14453125,7028,3749.87988281
PI,BARRA D'ALCÂNTARA,14653.90332031,3886,3770.94995117
PI,COLÔNIA DO GURGUÉIA,20120.27734375,5947,3383.27001953
PI,JOAQUIM PIRES,40390.91796875,14276,2829.29003906
PI,GUARIBAS,13286.66894531,4491,2958.51000977
PI,FRONTEIRAS,164702.8125,11502,14319.49023438
PI,ARRAIAL,15607.98242188,5165,3021.87011719
PI,CAJUEIRO DA PRAIA,22541.13671875,7286,3093.76000977
PI,PEDRO II,113815.4375,37850,3007.01000977
PI,MONSENHOR HIPÓLITO,24684.06835938,7425,3324.44995117
PI,PIO IX,70273.3125,17714,3967.11010742
PI,PIMENTEIRAS,39999.8671875,12125,3298.95996094
PI,CONCEIÇÃO DO CANINDÉ,15099.21386719,5077,2974.04003906
PI,BOA HORA,18437.96875,6369,2894.94995117
PI,LUÍS CORREIA,97695.8671875,27148,3598.63989258
PI,MILTON BRANDÃO,18874.77539062,7246,2604.85009766
PI,ÁGUA BRANCA,62860.98046875,16518,3805.60009766
PI,DIRCEU ARCOVERDE,19998.32226562,6996,2858.54003906
PI,LAGOA DO SÍTIO,18909.66015625,5292,3573.25
PI,DOMINGOS MOURÃO,14099.85058594,4447,3170.63989258
PI,CASTELO DO PIAUÍ,70410.484375,19142,3678.32006836
PI,PARNAGUÁ,35954.1796875,10731,3350.5
PI,PARNAÍBA,757988.75,146059,5189.60986328
PI,PIRIPIRI,255724.34375,62107,4117.47998047
PI,BARRO DURO,25050.22070312,6853,3655.37011719
PI,PADRE MARCOS,24608.11914062,7582,3245.60009766
PI,SEBASTIÃO LEAL,35031.90625,4231,8279.8203125
PI,BELÉM DO PIAUÍ,9913.04785156,2912,3404.20996094
PI,PATOS DO PIAUÍ,23281.66796875,6417,3628.12011719
PI,CAPITÃO DE CAMPOS,31690.18554688,11246,2817.90991211
PI,ITAINÓPOLIS,39716.03125,11498,3454.16992188
PI,COLÔNIA DO PIAUÍ,23262.90820312,7940,2929.84008789
PI,SANTA FILOMENA,70831.7734375,6180,11461.45019531
PI,QUEIMADA NOVA,28203.046875,9116,3093.80004883
PI,SÃO JOÃO DA FRONTEIRA,16777.05078125,5174,3242.57006836
PI,JAICÓS,64681.55078125,17786,3636.65991211
PI,MORRO DO CHAPÉU DO PIAUÍ,20038.15820312,6611,3031.0300293
PI,BARRAS,152934.390625,44913,3405.12988281
PI,OLHO D'ÁGUA DO PIAUÍ,10293.36035156,2755,3736.25
PI,FARTURA DO PIAUÍ,14211.57714844,5402,2630.80004883
PI,GEMINIANO,22558.23632812,5465,4127.77001953
PI,SÃO BRAZ DO PIAUÍ,14861.43652344,4455,3335.89990234
PI,SANTO ANTÔNIO DOS MILAGRES,5770.28222656,2032,2839.70996094
PI,CAMPO MAIOR,250481.984375,46068,5437.22021484
PI,AGRICOLÂNDIA,15957.76660156,5094,3132.65991211
PI,MARCOS PARENTE,15200.04785156,4297,3537.36010742
PI,BARREIRAS DO PIAUÍ,11561.82714844,3485,3317.60009766
PI,VERA MENDES,12695.50195312,3212,3952.52001953
PI,SIGEFREDO PACHECO,29965.796875,9846,3043.44995117
PI,PAU D'ARCO DO PIAUÍ,11536.6328125,3903,2955.84008789
PI,MATIAS OLÍMPIO,28146.18164062,10863,2591.01000977
PI,URUÇUÍ,562296375,19811,28383.0390625
PI,CRISTALÂNDIA DO PIAUÍ,26303.83203125,8177,3216.81005859
PI,TAMBORIL DO PIAUÍ,9977.36425781,3037,3285.27001953
PI,BATALHA,81977.6875,26681,3072.51000977
PI,JACOBINA DO PIAUÍ,21993.23242188,5831,3771.7800293
PI,NOSSA SENHORA DE NAZARÉ,14816.15527344,4192,3534.38989258
PI,ALTO LONGÁ,41034.5625,14147,2900.58007812
PI,SIMÕES,58005.26171875,14167,4094.38989258
PI,ELESBÃO VELOSO,54116.52734375,14490,3734.75
PI,SÃO JOÃO DA CANABRAVA,15651.91992188,4511,3469.7199707
PI,BAIXA GRANDE DO RIBEIRO,187569125,10804,17361.08007812
PI,ANGICAL DO PIAUÍ,25210.82421875,6793,3711.29003906
PI,PAJEÚ DO PIAUÍ,12159.56835938,3802,3198.19995117
PI,ELISEU MARTINS,17763.77539062,4923,3608.32006836
PI,SANTA CRUZ DO PIAUÍ,19409.03515625,5969,3251.63989258
PI,LUZILÂNDIA,84202.2109375,25099,3354.80004883
PI,SÃO JULIÃO,20749.42382812,6111,3395.41992188
PI,CARAÚBAS DO PIAUÍ,20702.53710938,5595,3700.18994141
PI,PICOS,578547.3125,73021,7923.02978516
PI,MORRO CABEÇA NO TEMPO,13979.54101562,4378,3193.12988281
PI,NOVA SANTA RITA,14452.109375,4199,3441.80004883
PI,MONSENHOR GIL,44702.359375,10639,4201.74023438
PI,RIBEIRO GONÇALVES,94873.359375,6869,13811.8203125
PI,BOQUEIRÃO DO PIAUÍ,17958.12109375,6599,2721.34008789
PI,NAZARÉ DO PIAUÍ,23637.63085938,7070,3343.37011719
PI,MURICI DOS PORTELAS,25130.24804688,8024,3131.88989258
PI,CAMPO LARGO DO PIAUÍ,18738.59375,7035,2663.62011719
PI,ALTOS,139872.90625,39735,3520.13989258
PI,SÃO LUIS DO PIAUÍ,8445.26953125,2687,3143.01000977
PI,CALDEIRÃO GRANDE DO PIAUÍ,31792.140625,5809,5472.91015625
PI,CANTO DO BURITI,86401.9921875,20761,4161.75
PI,AVELINO LOPES,31821.27148438,12039,2643.17993164
PI,CRISTINO CASTRO,36651.73046875,9836,3726.2800293
PI,PALMEIRAIS,45664.8984375,14306,3192.01000977
PI,LAGOA DO BARRO DO PIAUÍ,15677.51660156,4692,3341.33007812
PI,BERTOLÍNIA,28672.76757812,5484,5228.43994141
RJ,ITAGUAÍ,3008327.25,105633,28479.05078125
RJ,TRÊS RIOS,1304643375,76075,17149.43945312
RJ,VARRE-SAI,88212.8359375,8852,9965.29980469
RJ,CARDOSO MOREIRA,203775.765625,12481,16326.87988281
RJ,QUEIMADOS,1224457.75,139378,8785.16015625
RJ,SÃO SEBASTIÃO DO ALTO,83303.6875,9052,9202.79003906
RJ,CANTAGALO,622857.5,20540,30324.11914062
RJ,NILÓPOLIS,1503782.75,159408,9433.54980469
RJ,PETRÓPOLIS,5831205,315119,18504.76953125
RJ,SÃO FIDÉLIS,381657.59375,39256,9722.26953125
RJ,AREAL,196890.15625,11982,16432.16015625
RJ,NATIVIDADE,187612.1875,15406,12177.87011719
RJ,SÃO JOÃO DE MERITI,4000292.25,469827,8514.38964844
RJ,COMENDADOR LEVY GASPARIAN,150088.640625,8839,16980.26953125
RJ,SUMIDOURO,206854375,15313,13508.41992188
RJ,LAJE DO MURIAÉ,75228.75,7997,9407.12011719
RJ,RIO DE JANEIRO,175739344,6186710,28405.94921875
RJ,SEROPÉDICA,675776875,78819,8573.78027344
RJ,ARMAÇÃO DOS BÚZIOS,930198,28653,32464.25
RJ,APERIBÉ,81305.15625,9556,8508.28027344
RJ,QUISSAMÃ,1810872.25,19878,91099.3203125
RJ,DUAS BARRAS,145481.40625,10891,13357.95019531
RJ,MACAÉ,7057281.5,194413,36300.4609375
RJ,PORTO REAL,3502626.5,16253,215506.453125
RJ,CAMBUCI,168745.65625,14770,11424.88964844
RJ,VALENÇA,756277.1875,75819,9974.76953125
RJ,CABO FRIO,4596004.5,186004,24709.16992188
RJ,ITAOCARA,367589.1875,22452,16372.21972656
RJ,SAPUCAIA,330610.90625,17356,19048.80078125
RJ,CARMO,291441.21875,18024,16169.62011719
RJ,SÃO PEDRO DA ALDEIA,778181.8125,84866,9169.54003906
RJ,SAQUAREMA,784140.5,69374,11303.08984375
RJ,RIO CLARO,175962.25,18366,9580.87011719
RJ,BELFORD ROXO,4152779.5,501544,8279.99023438
RJ,CACHOEIRAS DE MACACU,924421,57300,16133
RJ,ANGRA DOS REIS,4526169,168664,26835.41992188
RJ,PIRAÍ,1186557875,26114,45437.609375
RJ,SÃO GONÇALO,9615568,991382,9699.16015625
RJ,TERESÓPOLIS,2388092,162075,14734.49023438
RJ,QUATIS,201804.015625,13137,15361.5
RJ,MANGARATIBA,860850125,32533,26460.83007812
RJ,GUAPIMIRIM,410782.46875,49748,8257.26953125
RJ,CONCEIÇÃO DE MACABU,175653.15625,20687,8490.99023438
RJ,BOM JARDIM,360322.5,26549,13571.98046875
RJ,ITATIAIA,657369625,35577,18477.38085938
RJ,MIRACEMA,236378.921875,26824,8812.21972656
RJ,IGUABA GRANDE,210597.21875,22947,9177.54980469
RJ,BOM JESUS DO ITABAPOANA,396142.75,35303,11221.21972656
RJ,PARAÍBA DO SUL,487127.4375,41679,11687.59960938
RJ,RIO BONITO,834572375,55051,15159.99023438
RJ,MIGUEL PEREIRA,265608.03125,25866,10268.62011719
RJ,ITABORAÍ,2013343625,228996,8792.04980469
RJ,SILVA JARDIM,188598.5,22230,8483.95996094
RJ,SÃO JOSÉ DO VALE DO RIO PRETO,184233.609375,20574,8954.6796875
RJ,NOVA FRIBURGO,2638733.5,178653,14770.16015625
RJ,CASIMIRO DE ABREU,1001154.8125,30572,32747.43945312
RJ,RIO DAS FLORES,293115.4375,8787,33357.8515625
RJ,JAPERI,589030.25,101690,5792.41015625
RJ,BARRA MANSA,3514292.5,176899,19866.09960938
RJ,CAMPOS DOS GOYTACAZES,19581276,434008,45117.3203125
RJ,ITALVA,129764.2109375,14676,8841.9296875
RJ,ARRAIAL DO CABO,308012.03125,26896,11451.95996094
RJ,SÃO FRANCISCO DE ITABAPOANA,425176375,47832,8888.95019531
RJ,CARAPEBUS,300379.84375,11939,25159.55078125
RJ,RIO DAS OSTRAS,4480098.5,96622,46367.26953125
RJ,TANGUÁ,239413.5,30531,7841.64990234
RJ,BARRA DO PIRAÍ,1201515.75,103833,11571.62011719
RJ,SANTA MARIA MADALENA,109217.1484375,10775,10136.16015625
RJ,ARARUAMA,1127205875,109705,10274.87988281
RJ,TRAJANO DE MORAES,78174.5703125,9914,7885.27001953
RJ,VOLTA REDONDA,8394797,261403,32114.390625
RJ,PARACAMBI,397847.46875,45016,8837.91015625
RJ,PORCIÚNCULA,190635.203125,18444,10335.88964844
RJ,DUQUE DE CAXIAS,25747558,872762,29501.24023438
RJ,PARATY,532311375,35730,14898.16015625
RJ,NITERÓI,10800670,479384,22530.31054688
RJ,CORDEIRO,199012.96875,19902,9999.65039062
RJ,SANTO ANTÔNIO DE PÁDUA,515187.90625,42405,12149.23046875
RJ,MARICÁ,1079824375,123492,8744.08007812
RJ,MESQUITA,1506850625,190056,7928.45996094
RJ,MACUCO,80818.03125,5626,14365.09960938
RJ,ITAPERUNA,1283837125,99454,12908.84960938
RJ,VASSOURAS,361800.78125,34259,10560.75
RJ,RESENDE,5011075,130035,38536.359375
RJ,ENGENHEIRO PAULO DE FRONTIN,110931.15625,13214,8394.96972656
RJ,MENDES,159486,17880,8919.79980469
RJ,NOVA IGUAÇU,9556221,865089,11046.51953125
RJ,PINHEIRAL,180851.46875,22382,8080.22021484
RJ,PATY DO ALFERES,249084.640625,26196,9508.5
RJ,SÃO JOSÉ DE UBÁ,82136.6953125,7297,11256.23046875
RJ,MAGÉ,1843262.5,244334,7544.02978516
RJ,SÃO JOÃO DA BARRA,2039369875,30595,66656.9609375
RN,RAFAEL GODEIRO,14798.20410156,3251,4551.89013672
RN,TAIPU,68109.515625,12165,5598.81005859
RN,PEDRA PRETA,12639.96777344,2718,4650.47021484
RN,CAIÇARA DO NORTE,31648.85742188,6652,4757.79980469
RN,VIÇOSA,8834.24511719,1856,4759.83007812
RN,FERNANDO PEDROZA,12757.65820312,2994,4261.06982422
RN,MESSIAS TARGINO,21696.81640625,3923,5530.66992188
RN,RIACHO DA CRUZ,13750.82910156,3165,4344.64990234
RN,TENENTE LAURENTINO CRUZ,25890.28125,5369,4822.18017578
RN,SÃO JOSÉ DE MIPIBU,224160.21875,38404,5836.89990234
RN,RUY BARBOSA,17067.80664062,3730,4575.81982422
RN,SENADOR GEORGINO AVELINO,20890.93164062,3854,5420.58007812
RN,BAÍA FORMOSA,154971.21875,8811,17588.38085938
RN,BODÓ,16126.94140625,2592,6221.81005859
RN,MARCELINO VIEIRA,36583.6171875,8331,4391.25976562
RN,LAGOA D'ANTA,28359.14257812,6164,4600.77001953
RN,JOSÉ DA PENHA,27978.04296875,6177,4529.39013672
RN,AREIA BRANCA,352249375,25394,13871.36035156
RN,PENDÊNCIAS,104648.15625,13034,8028.85986328
RN,LAGOA SALGADA,31882.97070312,7449,4280.16992188
RN,CARNAUBAIS,54461.640625,9712,5607.66015625
RN,JANDUÍS,25795.89648438,5562,4637.87988281
RN,MONTE ALEGRE,93939.8125,21448,4379.89013672
RN,UPANEMA,81584.1875,13334,6118.50976562
RN,ITAJÁ,34752.63671875,6629,5242.52001953
RN,SÃO VICENTE,25894.69335938,6023,4299.29980469
RN,ÁGUA NOVA,13867.89453125,2952,4697.79980469
RN,APODI,263993.9375,35768,7380.72998047
RN,MACAU,351046.15625,28157,12467.45996094
RN,GOVERNADOR DIX-SEPT ROSADO,99473.234375,12835,7750.14990234
RN,VILA FLOR,15206.66503906,2745,5539.77001953
RN,PATU,48704.7890625,11671,4173.14990234
RN,SERRA DO MEL,63727.42578125,9627,6619.66015625
RN,BARAÚNA,130860.6796875,24347,5374.81982422
RN,JARDIM DE PIRANHAS,75420.5234375,14347,5256.87988281
RN,SERRA NEGRA DO NORTE,34102.24609375,7428,4591.04003906
RN,SANTA CRUZ,158790.6875,35095,4524.60009766
RN,VENHA-VER,16099.59863281,3612,4457.25
RN,CEARÁ-MIRIM,350788.21875,67869,5168.60986328
RN,BREJINHO,57726.13671875,11585,4982.83007812
RN,JOÃO CÂMARA,146441625,31518,4646.29003906
RN,SÃO PAULO DO POTENGI,87246.09375,15017,5809.81982422
RN,PARANÁ,16883.234375,4039,4180.04980469
RN,SÃO FRANCISCO DO OESTE,19215.29296875,3807,5047.35986328
RN,ACARI,60654.46875,11215,5408.33007812
RN,ANGICOS,58391.62890625,11525,5066.52001953
RN,PARELHAS,109494.6875,20676,5295.74023438
RN,JANUÁRIO CICCO,39116.64453125,8629,4533.16015625
RN,PARNAMIRIM,1963383.5,184222,10657.70019531
RN,PASSAGEM,13935.78613281,2703,5155.66992188
RN,IPUEIRA,13287.04785156,2115,6282.29003906
RN,SEVERIANO MELO,26589.734375,5224,5089.91992188
RN,MONTE DAS GAMELEIRAS,11909.32226562,2449,4862.93017578
RN,CANGUARETAMA,144216.40625,30541,4722.06005859
RN,MACAÍBA,708533.8125,66380,10673.91015625
RN,MAJOR SALES,15742.34960938,3631,4335.54003906
RN,DOUTOR SEVERIANO,26936.34179688,6616,4071.38989258
RN,SÃO MIGUEL,99753.359375,23593,4228.08984375
RN,AUGUSTO SEVERO,39951.48046875,9203,4341.14013672
RN,ALEXANDRIA,61343.26953125,14151,4334.91015625
RN,FRANCISCO DANTAS,14319.33789062,3008,4760.41992188
RN,SANTANA DO SERIDÓ,15413375,2858,5393.06005859
RN,SÃO RAFAEL,39029.37890625,8357,4670.25976562
RN,VÁRZEA,22491.91796875,5475,4108.10986328
RN,CARNAÚBA DOS DANTAS,33648.24609375,7083,4750.56005859
RN,CAICÓ,484225.84375,63006,7685.39013672
RN,IELMO MARINHO,65500.8671875,12189,5373.77001953
RN,PORTALEGRE,29353125,7082,4144.75
RN,JANDAÍRA,26507.66992188,6688,3963.4699707
RN,ITAÚ,27125.36523438,5999,4521.64990234
RN,PEDRO VELHO,59598.796875,14118,4221.47998047
RN,IPANGUAÇU,65991.015625,14056,4694.85986328
RN,SÃO FERNANDO,31728.19335938,3505,9052.26953125
RN,POÇO BRANCO,51087.0703125,12673,4031.16992188
RN,RIACHO DE SANTANA,20293.27539062,4437,4573.64990234
RN,SANTO ANTÔNIO,106386.3203125,22071,4820.18994141
RN,RODOLFO FERNANDES,19215.06835938,4724,4067.54003906
RN,SÍTIO NOVO,22295.30859375,5471,4075.17993164
RN,TENENTE ANANIAS,39965.72265625,9655,4139.37988281
RN,SANTA MARIA,21702.828125,4915,4415.62988281
RN,AFONSO BEZERRA,40613.48828125,10594,3833.62988281
RN,SÃO BENTO DO TRAIRÍ,17591.51171875,3875,4539.75
RN,PARAÚ,15755.61914062,3974,3964.67993164
RN,JUCURUTU,93718.1328125,18069,5186.68017578
RN,SERRINHA DOS PINTOS,19139.68164062,4504,4249.49023438
RN,CORONEL JOÃO PESSOA,21530.4375,4993,4312.12011719
RN,JARDIM DO SERIDÓ,63020.53515625,12384,5088.87011719
RN,SENADOR ELÓI DE SOUZA,24814.86914062,6201,4001.75
RN,SANTANA DO MATOS,61293.671875,14544,4214.35986328
RN,TIBAU,30851.06835938,3937,7836.18994141
RN,NOVA CRUZ,178236.546875,36561,4875.04980469
RN,PARAZINHO,20183.13085938,4977,4055.2800293
RN,MONTANHAS,48808.7890625,12834,3803.08007812
RN,OLHO-D'ÁGUA DO BORGES,19422.43554688,4578,4242.56005859
RN,RIO DO FOGO,46879.40234375,10124,4630.52001953
RN,AÇU,316499.6875,53282,5940.08984375
RN,LAJES PINTADAS,19073.09375,4309,4426.33984375
RN,TABOLEIRO GRANDE,12153.43457031,2380,5106.49023438
RN,SÃO PEDRO,27908.86328125,6590,4235.02978516
RN,LUÍS GOMES,38557.828125,10144,3801.05004883
RN,PAU DOS FERROS,190029.671875,27809,6833.39013672
RN,LAGOA DE VELHOS,14934.08105469,2789,5354.64013672
RN,BENTO FERNANDES,27000.75195312,5199,5193.45019531
RN,BOM JESUS,41508.27734375,8725,4757.39990234
RN,MOSSORÓ,2910955.5,244287,11916.12988281
RN,LAGOA DE PEDRAS,27062.73632812,7282,3716.38989258
RN,EXTREMOZ,134227.40625,22751,5899.85009766
RN,CURRAIS NOVOS,289145.5625,43536,6641.52978516
RN,ARÊS,162538.609375,12732,12766.15039062
RN,TOUROS,202100.953125,30549,6615.62988281
RN,SÃO JOSÉ DO SERIDÓ,27033.29296875,4066,6648.62011719
RN,OURO BRANCO,28777.16796875,5166,5570.49023438
RN,LAJES,44814.03125,10865,4124.62011719
RN,PEDRA GRANDE,21086.859375,4027,5236.37011719
RN,TRIUNFO POTIGUAR,15428.45019531,3327,4637.35009766
RN,JARDIM DE ANGICOS,12700.25195312,2598,4888.47021484
RN,PILÕES,18169.74804688,3535,5139.95996094
RN,SERRA DE SÃO BENTO,19798.83007812,5973,3314.7199707
RN,CAMPO REDONDO,46653.8046875,10947,4261.79003906
RN,JUNDIÁ,16786.94921875,3663,4582.83984375
RN,UMARIZAL,54438.6328125,10913,4988.41992188
RN,ALTO DO RODRIGUES,170540.796875,12045,14158.63964844
RN,GUAMARÉ,1133151625,12558,90233.453125
RN,MARTINS,33951.94921875,8386,4048.64990234
RN,SÃO JOSÉ DO CAMPESTRE,49277.48046875,12079,4079.60009766
RN,GOIANINHA,137463.171875,21321,6447.31005859
RN,SÃO BENTO DO NORTE,20047.72851562,3658,5480.52001953
RN,TIMBAÚBA DOS BATISTAS,14699.06347656,2380,6176.08007812
RN,CAIÇARA DO RIO DO VENTO,16797.09375,3185,5273.81005859
RN,PUREZA,42372.98046875,8415,5035.41015625
RN,SÃO TOMÉ,42415.359375,11501,3687.9699707
RN,EQUADOR,31079.23632812,6084,5108.35986328
RN,PEDRO AVELINO,32851.05078125,7559,4345.95019531
RN,MAXARANGUAPE,45616.96484375,9371,4867.89013672
RN,LUCRÉCIA,17092.44921875,3550,4814.77001953
RN,PRESIDENTE JUSCELINO,35337,8703,4060.32006836
RN,CRUZETA,48400.60546875,8029,6028.22021484
RN,SÃO JOÃO DO SABUGI,30413.1796875,5953,5108.87988281
RN,PASSA E FICA,48088.0234375,10954,4390
RN,BARCELONA,17381.98242188,4042,4300.33984375
RN,ANTÔNIO MARTINS,29558.55664062,7245,4079.86010742
RN,GROSSOS,92027.8671875,9886,9308.91015625
RN,CORONEL EZEQUIEL,24485.14453125,5399,4535.12988281
RN,LAGOA NOVA,54598.9765625,13718,3980.10009766
RN,NATAL,10369581,806203,12862.25
RN,TIBAU DO SUL,71593.453125,11707,6115.43994141
RN,CERRO CORÁ,50042.41796875,11235,4454.14990234
RN,CARAÚBAS,156053.3125,20471,7623.14013672
RN,PORTO DO MANGUE,96511.578125,5033,19175.75976562
RN,ENCANTO,23171.35546875,5365,4318.99023438
RN,RIACHUELO,29479.8203125,7171,4110.97998047
RN,FLORÂNIA,41976.34375,8487,4945.95996094
RN,FELIPE GUERRA,50226.83203125,5875,8549.25
RN,JAPI,21833.80664062,5693,3835.19995117
RN,VERA CRUZ,49257.3515625,10861,4535.25
RN,JOÃO DIAS,11670.41210938,2824,4132.58007812
RN,GALINHOS,41610.7265625,2264,18379.30078125
RN,ALMINO AFONSO,20359.54492188,5071,4014.89990234
RN,TANGARÁ,65106.89453125,13610,4783.75
RN,ESPÍRITO SANTO,36764.44140625,10373,3544.23999023
RN,RAFAEL FERNANDES,22393.703125,4797,4668.27001953
RN,SÃO GONÇALO DO AMARANTE,816908.5,80737,10118.13964844
RN,SERRINHA,38411.34375,6885,5578.99023438
RN,FRUTUOSO GOMES,20236.62304688,4468,4529.24023438
RN,JAÇANÃ,33762.64453125,8045,4196.72021484
RN,SÃO MIGUEL DO GOSTOSO,48024.87109375,9240,5197.5
RN,NÍSIA FLORESTA,120932.6484375,24109,5016.08007812
RS,TURUÇU,45723875,4000,11430.96972656
RS,FREDERICO WESTPHALEN,490769.53125,28428,17263.59960938
RS,PAULO BENTO,37882.76953125,2149,17628.08984375
RS,CACEQUI,174171.703125,13578,12827.49023438
RS,ENGENHO VELHO,24098.88671875,1467,16427.33007812
RS,ARVOREZINHA,120895.8828125,10548,11461.5
RS,PALMEIRA DAS MISSÕES,597852.75,34225,17468.30078125
RS,MONTE BELO DO SUL,58234.10546875,2826,20606.55078125
RS,SÃO JERÔNIMO,281260.28125,21289,13211.53027344
RS,ERVAL GRANDE,53334.69921875,5367,9937.53027344
RS,CHUÍ,140923.671875,5496,25641.13085938
