UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA,COD_TSE
GO,RIALMA,119340.1796875,10911,10937.59960938,95656
GO,ESTRELA DO NORTE,24145.83007812,3223,7491.72998047,93513
GO,PILAR DE GOIÁS,22013.68359375,2821,7803.5,95354
GO,SANCLERLÂNDIA,88431.5625,7936,11143.08984375,95753
GO,NERÓPOLIS,338301.90625,20260,16698.01953125,94870
GO,ALTO HORIZONTE,411189625.0,3392,121223.359375,92940
GO,MINEIROS,886822875.0,48329,18349.69921875,94595
GO,PALMELO,15232.96191406,2324,6554.62988281,95133
GO,INHUMAS,452558.71875,46786,9672.95019531,93955
GO,DIORAMA,23718.08007812,2243,10574.26953125,93432
GO,QUIRINÓPOLIS,700326.6875,39756,17615.61914062,95630
GO,PARANAIGUARA,88284.84375,7862,11229.30957031,94552
GO,URUTAÍ,38238.0078125,2720,14058.08984375,96377
GO,CAMPINORTE,83268.4765625,10039,8294.5,92932
GO,APORÉ,81910.3515625,3708,22090.16992188,92290
GO,GOIANDIRA,47799625.0,5081,9407.51953125,93696
GO,AMORINÓPOLIS,37992.16796875,3484,10904.75976562,92177
GO,BONFINÓPOLIS,45527.7109375,7336,6206.06982422,92029
GO,GOIANÉSIA,543086.1875,56839,9554.8203125,93718
GO,TURVÂNIA,60560.5625,5085,11909.65039062,96318
GO,DOVERLÂNDIA,100713.90625,8570,11751.91015625,96750
GO,MARA ROSA,83060.5078125,10360,8017.41992188,94510
GO,ABADIÂNIA,82400.4921875,13378,6159.39990234,92010
GO,DAMOLÂNDIA,23949.9140625,2809,8526.13964844,93378
GO,MOZARLÂNDIA,323998.9375,14073,23022.74023438,94773
GO,JATAÍ,1930988.5,86447,22337.25,94331
GO,CUMARI,35815.71484375,3145,11388.13964844,93335
GO,PIRANHAS,112784.5078125,11215,10056.58007812,95419
GO,MORRO AGUDO DE GOIÁS,16695.07617188,2379,7017.68994141,92169
GO,CHAPADÃO DO CÉU,462417625.0,5863,78870.4765625,92924
GO,CORUMBÁ DE GOIÁS,62772.9296875,9372,6697.91992188,93173
GO,LUZIÂNIA,2040827875.0,210064,9715.26953125,94455
GO,GOIÁS,207812.5625,24605,8445.95019531,93777
GO,FIRMINÓPOLIS,66088.3671875,10732,6158.06982422,93572
GO,MUTUNÓPOLIS,29754.50585938,4086,7282.06005859,94790
GO,JAUPACI,22281.28515625,3059,7283.85009766,94358
GO,VIANÓPOLIS,166570.703125,12831,12981.90039062,96415
GO,FLORES DE GOIÁS,81505.1171875,11483,7097.89013672,93599
GO,EDEALINA,66246.34375,3821,17337.43945312,92207
GO,ITAPACI,133968.1875,17086,7840.81982422,94137
GO,INDIARA,124832.4609375,13364,9340.95019531,96814
GO,CAMPO LIMPO DE GOIÁS,34342.75,6022,5702.87988281,93580
GO,SÃO DOMINGOS,73007.75,10156,7188.62988281,95915
GO,CACHOEIRA DE GOIÁS,14494.04296875,1434,10107.41992188,92835
GO,ITABERAÍ,504516.1875,32356,15592.66015625,94030
GO,MONTIVIDIU,364961.09375,9965,36624.2890625,92363
GO,JANDAIA,116923.84375,6596,17726.48046875,94293
GO,ITAPIRAPUÃ,85750.171875,7792,11004.90039062,94153
GO,CAIAPÔNIA,271639.34375,16559,16404.33007812,92878
GO,ITAJÁ,63981.1328125,5528,11574.00976562,94110
GO,VARJÃO,28725.76757812,3806,7547.5,96393
GO,MOIPORÁ,17579.0234375,1865,9425.75,94650
GO,TROMBAS,22239.45703125,3683,6038.41015625,92789
GO,ARAÇU,31861.68945312,3946,8074.43017578,92312
GO,CACHOEIRA ALTA,132794.640625,8235,16125.63964844,92819
GO,ÁGUA FRIA DE GOIÁS,89004.4453125,5318,16736.44921875,96938
GO,IACIARA,82438.8828125,12855,6412.97998047,93939
GO,JARAGUÁ,299434.40625,41772,7168.29980469,94315
GO,JESÚPOLIS,13104.99804688,2296,5707.75,92983
GO,DAMIANÓPOLIS,17035.70117188,3678,4631.77978516,93351
GO,CAVALCANTE,186038.578125,10398,17891.76953125,93050
GO,CAMPOS BELOS,104675.78125,19166,5461.54003906,92975
GO,NOVA GLÓRIA,60245.73828125,8632,6979.35009766,96555
GO,CERES,193604.6875,19069,10152.84960938,93076
GO,SANTA ROSA DE GOIÁS,20780.69140625,2765,7515.62011719,95850
GO,AURILÂNDIA,34192.81640625,3709,9218.87988281,92517
GO,ANÁPOLIS,8109760.0,335960,24139.06054688,92215
GO,MONTES CLAROS DE GOIÁS,104265.5703125,8070,12920.15039062,94714
GO,PALMEIRAS DE GOIÁS,426385.15625,22798,18702.74023438,95117
GO,COLINAS DO SUL,21580.93164062,4026,5360.39013672,92126
GO,CIDADE OCIDENTAL,212909.28125,52380,4064.70996094,93025
GO,CAMPOS VERDES,29449.41210938,6093,4833.31982422,92061
GO,ANHANGUERA,8194.40429688,1018,8049.50976562,-
GO,PANAMÁ,49949.5390625,2665,18742.7890625,95176
GO,ITUMBIARA,2151446.5,92832,23175.69921875,94250
GO,RIANÁPOLIS,74336.078125,4256,17466.1796875,95672
GO,GUAPÓ,88643.953125,13973,6343.95019531,93815
GO,VICENTINÓPOLIS,135124.515625,6093,22177.00976562,96571
GO,PLANALTINA,376268.8125,79651,4723.97021484,95958
GO,BONÓPOLIS,37179375.0,3413,10893.45996094,93408
GO,SANTA TEREZA DE GOIÁS,29901.0078125,4141,7220.72021484,95877
GO,ANICUNS,241263.75,18027,13383.46972656,92258
GO,CRISTIANÓPOLIS,28858.2109375,3174,9092.05957031,93270
GO,NIQUELÂNDIA,689136.6875,39803,17313.68945312,94897
GO,OUVIDOR,194923.21875,5017,38852.55078125,95079
GO,URUAÇU,350877.25,34470,10179.20996094,96334
GO,IPORÁ,231045.234375,32045,7210.02001953,93998
GO,NOVA ROMA,34341.16015625,3633,9452.55957031,94951
GO,RIO VERDE,4260318.5,163021,26133.55078125,95710
GO,BOM JARDIM DE GOIÁS,71251.1953125,8734,8157.91015625,92673
GO,SANTA RITA DO ARAGUAIA,62715.59765625,6277,9991.33007812,95834
GO,CARMO DO RIO VERDE,114121.578125,9481,12036.87011719,92991
GO,CACHOEIRA DOURADA,338235.96875,7571,44675.19921875,96733
GO,ALEXÂNIA,304361.84375,20706,14699.20996094,92053
GO,MOSSÂMEDES,46604.53515625,4901,9509.19042969,94757
GO,SANTO ANTÔNIO DE GOIÁS,37717.75,4230,8916.73046875,92908
GO,BARRO ALTO,89569.78125,6714,13340.75,92630
GO,CASTELÂNDIA,67520.3125,3557,18982.38085938,92967
GO,VILA BOA,66786.4296875,4578,14588.55957031,93289
GO,PIRENÓPOLIS,182077.4375,20945,8693.12011719,95435
GO,PORTEIRÃO,144554.84375,3158,45774.1796875,93424
GO,FORMOSO,30976.59960938,5327,5815.02001953,93637
MA,JOSELÂNDIA,60842.48046875,16188,3758.48999023,8117
MA,SERRANO DO MARANHÃO,40995.56640625,11085,3698.29003906,8524
MA,SANTA LUZIA,243949.921875,71455,3414.04003906,8974
MA,SENADOR ALEXANDRE COSTA,31518.8046875,9414,3348.08007812,8486
MA,SÃO RAIMUNDO DO DOCA BEZERRA,19792.5078125,4372,4527.10986328,8427
MA,PRESIDENTE MÉDICI,26121.25585938,6363,4105.18017578,8125
MA,AMARANTE DO MARANHÃO,131346625.0,37388,3513.07006836,7110
MA,ALTO ALEGRE DO MARANHÃO,70238.390625,22914,3065.30004883,7021
MA,GOVERNADOR LUIZ ROCHA,23451.05078125,7144,3282.62011719,7625
MA,MORROS,48157.7734375,17916,2687.97998047,8419
MA,CAPINZAL DO NORTE,44285.91796875,10688,4143.52001953,7404
MA,VITORINO FREIRE,122207.0234375,31144,3923.92993164,9539
MA,BEQUIMÃO,64784.91796875,21508,3012.12988281,7374
MA,SÃO JOSÉ DOS BASÍLIOS,27508.0546875,7489,3673.12988281,8362
MA,GODOFREDO VIANA,31905.390625,11207,2846.91992188,7838
MA,CARUTAPERA,67091.46875,21121,3176.5300293,7552
MA,SÃO ROBERTO,17869.60351562,5217,3425.26000977,8443
MA,GOVERNADOR EDISON LOBÃO,59880.09375,14921,4013.13989258,7609
MA,PORTO FRANCO,211566.140625,19503,10847.87988281,8770
MA,DUQUE BACELAR,31129.71484375,10827,2875.18994141,7757
MA,GRAÇA ARANHA,23405.97070312,6470,3617.62011719,7919
MA,BARÃO DE GRAJAÚ,73868.296875,17231,4286.93994141,7293
MA,PRESIDENTE JUSCELINO,38451.5703125,12382,3105.43994141,8818
MA,BACABEIRA,95500625.0,15574,6132.06005859,7129
MA,GOVERNADOR EUGÊNIO BARROS,51424.3125,16503,3116.06005859,7897
MA,ITINGA DO MARANHÃO,137673.25,26125,5269.79003906,7722
MA,SÃO LUÍS GONZAGA DO MARANHÃO,96742.3984375,19877,4867.04980469,8052
MA,SÃO PEDRO DA ÁGUA BRANCA,65256.91796875,11481,5683.91015625,8389
MA,GOVERNADOR NUNES FREIRE,82837.78125,24520,3378.37988281,7668
MA,SÃO JOÃO DO SOTER,46917.0703125,17326,2707.89990234,8346
MA,IGARAPÉ GRANDE,44660.359375,11121,4015.86010742,8010
MA,SANTANA DO MARANHÃO,37810.55078125,11170,3385.01000977,8222
MA,MARANHÃOZINHO,56887.16796875,12684,4484.95019531,7927
MA,SÃO PEDRO DOS CRENTES,27159.71875,4144,6553.99023438,8400
MA,PERITORÓ,55433.60546875,19817,2797.2800293,8087
MA,MILAGRES DO MARANHÃO,34294.28515625,7854,4366.47021484,7960
MA,NINA RODRIGUES,33562.359375,10527,3188.2199707,8435
MA,COLINAS,132661.1875,36787,3606.19995117,7676
MA,BELÁGUA,26266.54492188,5953,4412.31982422,7161
MA,MATÕES,80207625.0,29386,2729.44995117,8311
MA,SANTO AMARO DO MARANHÃO,30778.828125,11693,2632.23999023,8249
MA,MIRANDA DO NORTE,63276.82421875,18494,3421.47998047,9695
MA,ANAJATUBA,78903.5625,25063,3148.20996094,7137
MA,MATINHA,59626.1484375,21204,2812.02001953,8290
MA,PEDRO DO ROSÁRIO,61557.19140625,22856,2693.26000977,8060
MA,SÃO BENTO,105918.0234375,39312,2694.29003906,9075
MA,URBANO SANTOS,72605.1171875,22938,3165.2800293,9458
MA,APICUM-AÇU,37902.859375,13890,2728.79003906,7064
MA,VIANA,149946.109375,49348,3038.54003906,9490
MA,SÃO DOMINGOS DO MARANHÃO,117008.640625,33506,3492.16992188,9113
MA,DAVINÓPOLIS,35339.9140625,12091,2922.83007812,7242
MA,SÃO JOSÉ DE RIBAMAR,473406.96875,139473,3394.26000977,8893
MA,SÃO FÉLIX DE BALSAS,19039.73632812,4442,4286.29980469,9130
MA,SÃO RAIMUNDO DAS MANGABEIRAS,374489.0625,16594,22567.74023438,9253
MA,ZÉ DOCA,185139.734375,46265,4001.7199706999995,9717
MA,AMAPÁ DO MARANHÃO,25270.69335938,6451,3917.33007812,7080
MA,LAGO DA PEDRA,152434625.0,44272,3443.13989258,8133
MA,LIMA CAMPOS,41257.61328125,11794,3498.18994141,8192
MA,TASSO FRAGOSO,252911.84375,6890,36707.08984375,9334
MA,BOM LUGAR,57368.6171875,13384,4286.35986328,7285
MA,BURITI BRAVO,68815.1953125,23074,2982.37011719,7439
MA,CURURUPU,107963.34375,35108,3075.17993164,7714
MA,BARREIRINHAS,148248.078125,50354,2944.12011719,7331
MA,PRESIDENTE DUTRA,185824.765625,41303,4499.06005859,8796
MA,SÃO FRANCISCO DO BREJÃO,45696.53125,8863,5155.87988281,8281
MA,GRAJAÚ,277077.53125,56633,4892.50976562,7935
MA,MAGALHÃES DE ALMEIDA,59104.46484375,14808,3991.38989258,8257
MA,JUNCO DO MARANHÃO,28271.05273438,3950,7157.22998047,7781
MA,PINHEIRO,316422.09375,77182,4099.68994141,8699
MA,LUÍS DOMINGUES,28483.0703125,6997,4070.75,8230
MA,SANTA QUITÉRIA DO MARANHÃO,92080375.0,29551,3115.97998047,8990
MA,SÃO JOÃO DO CARÚ,39601.421875,12511,3165.33007812,8303
MA,CONCEIÇÃO DO LAGO-AÇU,48036.515625,14909,3221.97998047,7501
MA,GONÇALVES DIAS,50201.11328125,16911,2968.55004883,7854
MA,SÃO LUÍS,15337347.0,997098,15381.99023438,9210
MA,SUCUPIRA DO RIACHÃO,15975.88769531,4869,3281.13989258,8540
MA,PRESIDENTE VARGAS,33425.34375,10191,3279.88989258,8834
MA,BOM JESUS DAS SELVAS,121741.453125,25473,4779.22998047,7269
MA,PRIMEIRA CRUZ,32579.3203125,12493,2607.81005859,8850
MA,CENTRO NOVO DO MARANHÃO,119718.2265625,15668,7640.93994141,7463
MA,MATA ROMA,57988.171875,14491,4001.66992188,8273
MA,LAGOA DO MATO,36639.984375,10639,3443.92993164,7820
MA,ESTREITO,269802.40625,27756,9720.50976562,9636
MA,ARARI,92651.421875,28787,3218.52001953,7196
MA,BURITIRANA,48739.4375,15051,3238.29003906,7366
MA,PAÇO DO LUMIAR,291564.46875,103958,2804.63989258,8494
MA,BACURITUBA,17795.5546875,5687,3129.15991211,7145
MA,CAJAPIÓ,22781.03515625,10337,2203.83007812,7455
MA,JENIPAPO DOS VIEIRAS,51609.3203125,15438,3343.01000977,7765
MA,BREJO DE AREIA,33320.8359375,5505,6052.83007812,7307
MA,ALTO ALEGRE DO PINDARÉ,117887.0234375,33211,3549.63989258,7048
MA,LAJEADO NOVO,31862.96679688,6937,4593.18994141,7862
MA,GUIMARÃES,39999.6015625,12740,3139.68994141,7951
MA,BERNARDO DO MEARIM,32000.21289062,6249,5120.85009766,7200
MA,SÃO FRANCISCO DO MARANHÃO,38685.26953125,14801,2613.68994141,9156
MA,NOVA COLINAS,22907.2890625,5094,4496.91992188,7986
MA,CAJARI,48668.73828125,13170,3695.41992188,7471
MA,POÇÃO DE PEDRAS,94814.2578125,15533,6104.04980469,8753
MA,CÂNDIDO MENDES,56098.98828125,19684,2849.97998047,7498
MA,ALTO PARNAÍBA,97213.53125,10640,9136.61035156,7099
MA,PIRAPEMAS,61941.3515625,15500,3996.2199706999995,8737
MA,SÃO JOÃO DOS PATOS,89164.140625,24357,3660.7199706999995,9199
MA,ALTAMIRA DO MARANHÃO,30728.74609375,7771,3954.2800293000005,7072
MA,OLINDA NOVA DO MARANHÃO,35572.08203125,12684,2804.47998047,8028
MA,CEDRAL,30859.44335938,10152,3039.73999023,7595
MA,SANTA LUZIA DO PARUÁ,160432.453125,20190,7946.12988281,9652
MA,ITAPECURU MIRIM,213359.203125,56810,3755.65991211,8079
MA,ARAIOSES,132998.6875,39166,3395.77001953,7170
MA,AXIXÁ,36745.2265625,15203,2416.9699707,7218
MA,ESPERANTINÓPOLIS,64343.0546875,18815,3419.77001953,7773
MA,SANTO ANTÔNIO DOS LOPES,65007.71484375,14663,4433.45019531,9032
MA,CHAPADINHA,277768.03125,70537,3937.90991211,7617
MA,JATOBÁ,26733.35546875,8909,3000.70996094,7749
MA,MIRINZAL,39531.5546875,14311,2762.32006836,8354
MA,BURITICUPU,248992.484375,64685,3849.31005859,7340
MA,PENALVA,100140.96875,34907,2868.79003906,8630
MA,MARAJÁ DO SENA,35996.2109375,6954,5176.33007812,7900
MA,BACURI,47541.1171875,16585,2866.51000977,7250
MA,FORTUNA,54452.68359375,14922,3649.14990234,7811
MA,FEIRA NOVA DO MARANHÃO,32300.70117188,7899,4089.20996094,7528
MA,SUCUPIRA DO NORTE,31425.09570312,10535,2982.91992188,9318
MA,PASSAGEM FRANCA,61833.859375,17898,3454.79003906,8575
MA,CENTRAL DO MARANHÃO,23766.75390625,9246,2570.48999023,7420
MA,FORMOSA DA SERRA NEGRA,64831.62109375,17792,3643.86010742,7560
MA,SÃO BERNARDO,89596.7578125,26615,3366.39990234,9091
MA,TUTÓIA,135141.71875,48424,2790.80004883,9431
MA,MATÕES DO NORTE,37177.8984375,11295,3291.54003906,7943
MA,CIDELÂNDIA,81823.40625,12866,6359.66015625,7480
MA,COELHO NETO,157696.421875,45624,3456.43994141,7650
MA,MONÇÃO,94031.5234375,28602,3287.59008789,8370
MA,PINDARÉ-MIRIM,115792.71875,32236,3592.0300293000005,8672
MA,SÍTIO NOVO,63305.64453125,16086,3935.44995117,9296
MA,CACHOEIRA GRANDE,26988.92382812,9286,2906.40991211,7226
MA,BACABAL,505599.8125,98489,5133.56982422,7234
MA,BURITI,99994.796875,26202,3816.30004883,7412
MA,TUNTUM,133867625.0,39380,3399.37988281,9393
MA,BENEDITO LEITE,18226.36132812,5567,3274.0,7358
MA,LAGO DO JUNCO,38999.54296875,9888,3944.12988281,8150
MA,OLHO D'ÁGUA DAS CUNHÃS,67412.1640625,17923,3761.20996094,8478
MA,PARAIBANO,60119.0625,20255,2968.11010742,8532
MA,BELA VISTA DO MARANHÃO,31553.85351562,8855,3563.38989258,7188
MA,MIRADOR,97021.4921875,19991,4853.25976562,8338
MA,NOVA IORQUE,16706.12890625,5087,3284.08007812,8451
MA,VARGEM GRANDE,142970.515625,45630,3133.26000977,9474
MA,VILA NOVA DOS MARTÍRIOS,65729.953125,9185,7156.22998047,8621
MA,PERI MIRIM,38253.81640625,12492,3062.27001953,8656
MA,CAXIAS,825527.0625,148072,5575.16992188,7579
MA,NOVA OLINDA DO MARANHÃO,77139.328125,17835,4325.16992188,8001
MA,FERNANDO FALCÃO,36901.5859375,8765,4210.10986328,7544
MA,LAGO DOS RODRIGUES,44755.63671875,7940,5636.72998047,7803
MA,SÃO JOÃO DO PARAÍSO,50444.48828125,11729,4300.83007812,8320
MA,GOVERNADOR ARCHER,35078.73828125,10330,3395.81005859,7870
MA,COROATÁ,187734.1875,63081,2976.08007812,7692
MA,PASTOS BONS,56693.8671875,18306,3097.01000977,8591
MA,BARRA DO CORDA,392365.8125,81329,4824.43017578,7315
MA,CODÓ,493036.34375,113937,4327.27001953,7633
MA,CENTRO DO GUILHERME,35058.98828125,7432,4717.29980469,7447
MA,CAROLINA,117392.609375,25257,4647.91992188,7536
MA,VITÓRIA DO MEARIM,99288.359375,32018,3101.02001953,9512
MA,BOA VISTA DO GURUPI,26424.14257812,7895,3346.94995117,7323
MA,SÃO DOMINGOS DO AZEITÃO,70780.0546875,7252,9760.0703125,8265
MA,LAGOA GRANDE DO MARANHÃO,37487.35546875,9363,4003.7800293000005,7846
MA,SANTA HELENA,105130.609375,35472,2963.76000977,8958
MA,MONTES ALTOS,34996.8828125,8914,3926.06005859,8397
MA,ANAPURUS,66122.6875,13257,4987.75976562,7153
MA,ICATU,73257.6875,25557,2866.43994141,7994
MA,SÃO BENEDITO DO RIO PRETO,54039.44921875,17818,3032.86010742,9059
MA,FORTALEZA DOS NOGUEIRAS,80252.7421875,11972,6703.37011719,7790
MA,AFONSO CUNHA,20460.80078125,5948,3439.94995117,7013
MA,SANTA FILOMENA DO MARANHÃO,28737.41015625,5804,4951.31005859,8206
MA,MARACAÇUMÉ,65045.10546875,18414,3532.37011719,7889
MA,SENADOR LA ROCQUE,87790.4609375,19359,4534.87011719,8508
MA,RIACHÃO,151116.203125,21672,6972.87988281,8877
MA,TIMON,715426625.0,150635,4749.41015625,9377
MA,PAULINO NEVES,51447.19140625,13355,3852.2800293000005,8044
MA,BREJO,126317.1015625,32453,3892.31005859,7390
MA,IMPERATRIZ,2000734.5,236691,8452.94042969,8036
MA,LORETO,83674.0859375,10701,7819.27978516,8214
MA,PRESIDENTE SARNEY,63821.51171875,16325,3909.42993164,8141
MA,RAPOSA,100919.59375,25837,3906.01000977,8168
MA,TRIZIDELA DO VALE,80588.1328125,19104,4218.39013672,8567
MA,SÃO MATEUS DO MARANHÃO,117996.6171875,39622,2978.06005859,9237
MA,PEDREIRAS,215696.484375,38934,5540.04980469,8613
MA,PAULO RAMOS,90368.515625,16236,5565.93017578,9598
MA,BALSAS,1120221375.0,83617,13397.04980469,7277
MA,GOVERNADOR NEWTON BELLO,52123.2421875,11642,4477.16992188,7641
MA,CANTANHEDE,59457.3125,19564,3039.12011719,7510
MA,IGARAPÉ DO MEIO,75123.78125,12291,6112.10009766,7684
MA,SANTA RITA,99755.2421875,32872,3034.65991211,9016
MA,ALCÂNTARA,65418.3046875,22020,2970.86010742,7030
MA,DOM PEDRO,79900.609375,22086,3617.69995117,7730
MA,PARNARAMA,120248.40625,36300,3312.62988281,8559
MA,SÃO VICENTE FERRER,39492.9609375,20463,1929.9699707000002,9270
MA,ÁGUA DOCE DO MARANHÃO,37689.296875,12460,3024.82006836,7005
MA,PIO XII,70833.7578125,22220,3187.84008789,8710
MA,TUFILÂNDIA,28744.01367188,5687,5054.33984375,8583
MA,SÃO JOÃO BATISTA,47761.42578125,18570,2571.9699707,9172
MA,SANTA INÊS,421676125.0,85701,4920.31982422,9571
MA,LAGO VERDE,54978.83203125,15103,3640.26000977,8176
MA,PORTO RICO DO MARANHÃO,31663.69140625,7179,4410.60009766,8109
MA,PALMEIRÂNDIA,66771.796875,18772,3556.98999023,8516
MA,TURIAÇU,120007.84375,33649,3566.45996094,9415
MA,ALDEIAS ALTAS,101972.65625,22667,4498.72998047,7056
MA,ITAIPAVA DO GRAJAÚ,44514.484375,13964,3187.80004883,7706
MA,CAMPESTRE DO MARANHÃO,68475.671875,12716,5385.0,7382
MA,SAMBAÍBA,100500.4921875,6038,16644.66992188,8931
MA,SATUBINHA,30406.22851562,8715,3488.94995117,8460
MA,RIBAMAR FIQUENE,38161.09375,7477,5103.79980469,8184
MA,BOM JARDIM,255605.5625,39224,6516.56005859,9555
MA,ROSÁRIO,134819125.0,39627,3402.19995117,8915
MA,AÇAILÂNDIA,1301120.5,101130,12865.8203125,9610
MA,JOÃO LISBOA,89842.2734375,20395,4405.10986328,8095
MA,TIMBIRAS,63724.8515625,26909,2368.15991211,9350
MA,HUMBERTO DE CAMPOS,76256.4921875,25403,3001.87011719,7978
MA,ARAGUANÃ,35695.109375,10325,3457.14990234,7102
MA,TURILÂNDIA,70475.25,21102,3339.73999023,8605
MA,ARAME,97223.8828125,27750,3503.56005859,9679
MT,NOVO HORIZONTE DO NORTE,32778.5078125,3970,8256.54980469,98795
MT,NOVA SANTA HELENA,49004.0,3473,14109.99023438,89826
MT,NOVA GUARITA,45700.81640625,4907,9313.38964844,90140
MT,TAPURAH,321427.21875,11517,27908.93945312,90689
MT,SAPEZAL,1418892125.0,15735,90174.2734375,90727
MT,PLANALTO DA SERRA,33849.7578125,2797,12102.16992188,90344
MT,GAÚCHA DO NORTE,132122.640625,6195,21327.30078125,90824
MT,SÃO PEDRO DA CIPA,27307.92578125,4241,6439.02978516,90409
MT,COCALINHO,93218.71875,6103,15274.24023438,98671
MT,PONTES E LACERDA,523958.28125,39228,13356.74023438,89990
MT,GENERAL CARNEIRO,98700.0546875,5028,19630.08007812,90778
MT,SANTA CARMEM,182842.890625,4573,39983.140625,90107
MT,MIRASSOL D'OESTE,301727.3125,25605,11783.91992188,91774
MT,CANABRAVA DO NORTE,61282.00390625,5563,11016.0,90085
MT,ARAPUTANGA,230694.578125,16090,14337.75976562,89893
MT,CAMPO NOVO DO PARECIS,1389985.25,23784,58442.03125,90484
MT,NOVA MONTE VERDE,168346625.0,8602,19570.640625,90360
MT,COTRIGUAÇU,135221.484375,14965,9035.84960938,90425
MT,PARANAÍTA,139865.96875,12113,11546.76953125,98833
MT,IPIRANGA DO NORTE,343376.0,4641,73987.5078125,91081
MT,LUCAS DO RIO VERDE,1809788125.0,33556,53933.37109375,90603
MT,NOVA OLÍMPIA,231758.859375,20944,11065.63964844,98736
MT,VERA,234282.15625,9502,24656.08984375,98973
MT,NOBRES,218158.0625,15315,14244.73046875,91170
MT,CAMPO VERDE,1152314875.0,28147,40939.171875,90506
MT,ARAGUAIANA,51094.03125,2996,17054.08007812,98639
MT,CUIABÁ,9816819.0,550562,17830.5390625,90670
MT,JUARA,638522.3125,33246,19205.99023438,98191
MT,TABAPORÃ,192724125.0,10760,17911.16015625,90220
MT,CLÁUDIA,168539.03125,11148,15118.3203125,90522
MT,QUERÊNCIA,509606.8125,11570,44045.53125,90069
MT,TORIXORÉU,56733.08984375,4113,13793.59960938,91634
MT,SÃO JOSÉ DO XINGU,95578.59375,4218,22659.69921875,90247
MT,RIBEIRÃO CASCALHEIRA,102114.3125,9172,11133.26953125,90662
MT,PEDRA PRETA,370495.65625,16461,22507.48046875,91812
MT,POCONÉ,283639.59375,32162,8819.08984375,91294
MT,NOVA MUTUM,1200944375.0,26874,44687.9609375,90646
MT,NOVA BANDEIRANTES,192547.828125,14078,13677.20996094,90387
MT,SÃO JOSÉ DOS QUATRO MARCOS,183400.921875,19493,9408.54980469,89931
MT,ALTO PARAGUAI,65186.01953125,8329,7826.39013672,90093
MT,ITANHANGÁ,129650.5390625,5061,25617.5703125,91103
MT,JURUENA,91460.1015625,9595,9532.05957031,90581
MT,DIAMANTINO,908566.25,18989,47846.98046875,90697
MT,APIACÁS,148853.84375,8381,17760.86914062,90263
MT,NOVA MARILÂNDIA,38595.01171875,2345,16458.4296875,90166
MT,VALE DE SÃO DOMINGOS,32239.96875,2955,10910.30957031,91022
MT,JAURU,125273.6171875,10748,11655.53027344,89915
MT,NOVA LACERDA,73640.671875,5252,14021.45019531,90867
MT,VÁRZEA GRANDE,3000096.0,240038,12498.41992188,91677
MT,RESERVA DO CABAÇAL,23329.37109375,2598,8979.74023438,98914
MT,ROSÁRIO OESTE,203422.328125,18497,10997.58007812,91537
MT,BOM JESUS DO ARAGUAIA,101233.46875,4792,21125.51953125,90905
MT,RONDONÓPOLIS,4862344.0,181902,26730.5703125,91510
MT,JUSCIMEIRA,150343.078125,12168,12355.61035156,91898
MT,MATUPÁ,249672.71875,15170,16458.3203125,90620
MT,JANGADA,97908.1171875,8462,11570.33007812,90565
MT,FELIZ NATAL,166344.46875,11170,14892.0703125,90786
MT,ALTA FLORESTA,579852.1875,51414,11278.09960938,89877
MT,PORTO ESTRELA,40506.87890625,4027,10058.8203125,90182
MT,CHAPADA DOS GUIMARÃES,161839.515625,18190,8897.16992188,90590
MT,NOVA MARINGÁ,215663.78125,5989,36009.98046875,90123
MT,DENISE,112836.2265625,11142,10127.11035156,98337
MT,ITIQUIRA,566956375.0,13022,43538.3515625,90913
MT,PORTO ALEGRE DO NORTE,90140.0703125,10109,8916.80957031,98850
MT,DOM AQUINO,224333.046875,8498,26398.33984375,90719
MT,GLÓRIA D'OESTE,35419.9140625,3185,11120.84960938,90204
MT,GUIRATINGA,197953.296875,14523,13630.33007812,90832
MT,ALTO ARAGUAIA,753334.4375,14611,51559.3984375,90050
MT,NOVO MUNDO,100880.3984375,7216,13980.09960938,90808
MT,BARRA DO GARÇAS,741355375.0,55120,13449.83984375,90352
MT,INDIAVAÍ,46319.65625,2679,17289.91015625,99074
MT,NOVA CANAÃ DO NORTE,194756.0625,13237,14713.00976562,98752
MT,NORTELÂNDIA,69248.6640625,6272,11040.91992188,91197
MT,JUÍNA,450454.84375,39708,11344.1796875,98310
MT,SANTO ANTÔNIO DO LESTE,240566.609375,3573,67329.03125,89843
MT,PORTO ESPERIDIÃO,113256.6171875,9850,11498.12988281,98876
MT,NOVA UBIRATÃ,440926.96875,8372,52666.859375,90883
MT,SANTA TEREZINHA,73279.421875,7690,9529.1796875,91979
MT,TANGARÁ DA SERRA,1315683.25,81960,16052.75,91855
MT,SANTA CRUZ DO XINGU,36023.68359375,2357,15283.70019531,90980
MT,ITAÚBA,95909.21875,4585,20918.0390625,98698
MT,ARENÁPOLIS,81260.3125,9903,8205.62988281,90255
MT,ÁGUA BOA,367902125.0,20276,18144.7109375,91910
MT,PONTAL DO ARAGUAIA,42808.26953125,5322,8043.64013672,90700
MT,PEIXOTO DE AZEVEDO,220627.171875,30363,7266.31982422,98817
MT,PORTO DOS GAÚCHOS,134702.203125,6383,21103.26953125,91359
MT,COLÍDER,338273.46875,32096,10539.4296875,89796
