UF,CIDADE,PIB,POPULACAO,PIB_PERCAPITA,COD_TSE
BA,CATOLÂNDIA,22203.5390625,4059,5470.20019531,34479
BA,TEODORO SAMPAIO,38678.0390625,8442,4581.62011719,39276
BA,ITAPITANGA,38620.75390625,10376,3722.12011719,36331
BA,RIBEIRA DO AMPARO,46314.48046875,14621,3167.66992188,38318
BA,CAÉM,34143.12890625,10187,3351.63989258,-
BA,MACARANI,69146.0703125,16940,4081.82006836,36951
BA,BARRA,147346.296875,50226,2933.66992188,33537
BA,SANTA INÊS,35840.4296875,10803,3317.63989258,38598
BA,PIRIPÁ,36582.48828125,13325,2745.39990234,37958
BA,RIO REAL,202989.765625,38095,5328.50976562,38415
BA,VERA CRUZ,207724.953125,37539,5533.58007812,39632
BA,RIACHÃO DO JACUÍPE,125705.1484375,33666,3733.88989258,38270
BA,SANTA CRUZ DA VITÓRIA,23149.640625,6443,3592.98999023,38571
BA,WENCESLAU GUIMARÃES,144764.984375,24802,5836.83007812,39691
BA,SANTA CRUZ CABRÁLIA,153209375.0,26250,5836.54980469,38555
BA,SÃO FÉLIX DO CORIBE,68296.671875,13504,5057.50976562,38822
BA,MATA DE SÃO JOÃO,303156.75,39585,7658.37011719,37214
BA,NOVA ITARANA,24762.71875,7875,3144.4699707,37575
BA,CASTRO ALVES,110339.4765625,24978,4417.47021484,34452
BA,CAIRU,409264625.0,14736,27773.109375,34070
BA,MIRANTE,26649.9296875,8375,3182.08007812,37303
BA,GONGOGI,26375.15234375,6170,4274.74023438,35297
BA,PORTO SEGURO,805236.4375,122896,6552.18017578,38075
BA,IGAPORÃ,48868.1171875,14970,3264.39990234,35696
BA,POÇÕES,216375.109375,46390,4664.25976562,38032
BA,PALMEIRAS,33296.58203125,8437,3946.5,37710
BA,JUSSARI,33357.0625,6914,4824.56982422,30694
BA,AMÉLIA RODRIGUES,120464.75,24491,4918.74023438,33219
BA,GUANAMBI,491441.5625,79886,6151.79003906,35335
BA,ICHU,19514.67382812,6148,3174.14990234,35670
BA,RIACHO DE SANTANA,136802.359375,30602,4470.37011719,38296
BA,ANDORINHA,71736.671875,14201,5051.52001953,33260
BA,TABOCAS DO BREJO VELHO,44926.98828125,12608,3563.37011719,39179
BA,BROTAS DE MACAÚBAS,41737.30859375,10949,3811.9699706999995,33898
BA,LAJEDO DO TABOCAL,47203.65234375,8999,5245.43017578,36820
BA,PIRAÍ DO NORTE,36207.7734375,8818,4106.12011719,37940
BA,MONTE SANTO,161170625.0,53429,3016.54003906,37311
BA,MATINA,33801.07421875,13245,2551.98999023,37222
BA,BARRA DO CHOÇA,287249.9375,31527,9111.24023438,33570
BA,SÃO MIGUEL DAS MATAS,71017.234375,10675,6652.66992188,38873
BA,ITAMBÉ,124283.6875,35512,3499.77001953,36170
BA,GAVIÃO,15637.85742188,4507,3469.67993164,30937
BA,SÃO GABRIEL,60514.3359375,19099,3168.45996094,39896
BA,LAURO DE FREITAS,2672093.5,156936,17026.640625,36854
BA,ITABUNA,2280732.75,213656,10674.79003906,35971
BA,CANARANA,89429.9609375,25935,3448.22998047,34231
BA,MUQUÉM DE SÃO FRANCISCO,46145.44140625,10691,4316.29003906,-
BA,ANGICAL,62100.0,15191,4087.94995117,33278
BA,QUIXABEIRA,30138.6953125,9631,3129.34008789,39845
BA,DIAS D'ÁVILA,1320355.0,57708,22879.9296875,30872
BA,FÁTIMA,60504.7265625,19703,3070.84008789,30899
BA,MARAÚ,68925.3125,17270,3991.04003906,37150
BA,BARROCAS,99350.3203125,13868,7164.0,30775
BA,MACAJUBA,36031.44140625,11517,3128.54003906,36935
BA,VÁRZEA NOVA,53921.52734375,14365,3753.66992188,39950
BA,ESPLANADA,301334.8125,33115,9099.65039062,35114
BA,IBOTIRAMA,129069.2890625,26419,4885.47021484,35653
BA,OURIÇANGAS,26103.7578125,8131,3210.39990234,37672
BA,CAMPO FORMOSO,337622.03125,68101,4957.66992188,34193
BA,MACAÚBAS,144157.8125,48633,2964.19995117,36978
BA,BURITIRAMA,55079.7578125,19492,2825.76000977,30791
BA,BAIXA GRANDE,67050.234375,21814,3073.7199707,33510
BA,CORDEIROS,27428.83007812,8883,3087.79003906,34797
BA,SÍTIO DO QUINTO,47883.55859375,13811,3467.06005859,39900
BA,IGUAÍ,86859.359375,29449,2949.47998047,35718
BA,CRISÓPOLIS,85858.2421875,20279,4233.85009766,34916
BA,BRUMADO,480991.4375,64642,7440.85009766,33910
BA,MORRO DO CHAPÉU,127060.5625,35031,3627.09008789,37354
BA,PINDAÍ,48485.796875,15772,3074.16992188,37915
BA,CAETITÉ,233801.03125,48007,4870.14013672,34037
BA,PINTADAS,36110.8984375,10812,3339.88989258,39837
BA,BONITO,126010.2734375,14326,8795.91015625,33804
BA,MURITIBA,128211.0234375,27755,4619.37988281,37478
BA,AIQUARA,22533.35742188,5361,4203.20019531,33111
BA,AMÉRICA DOURADA,65303.5859375,16787,3890.12988281,30716
BA,SANTANÓPOLIS,29150.2734375,9643,3022.94995117,38679
BA,CANDEAL,25679.6015625,9050,2837.5300293,34274
BA,ITANHÉM,113195.1875,21154,5351.00976562,36218
BA,VÁRZEA DO POÇO,34246.515625,8992,3808.55004883,39616
BA,VALENTE,102698.296875,22295,4606.33984375,39594
BA,BREJOLÂNDIA,40420.2734375,9791,4128.31005859,33871
BA,WAGNER,42085.7265625,8807,4778.66992188,39675
BA,GLÓRIA,48727.28125,14176,3437.31005859,35270
BA,BOM JESUS DA SERRA,29641.68164062,10588,2799.55004883,33782
BA,ADUSTINA,78803.0,15448,5101.18017578,33065
BA,TANQUINHO,26192.84960938,7875,3326.08007812,39217
BA,MUTUÍPE,96836.015625,22066,4388.47021484,37494
BA,ITAGIMIRIM,42068.08984375,7118,5910.10009766,36072
BA,UBAITABA,118813.359375,20333,5843.37988281,39438
BA,SIMÕES FILHO,3008293.5,116662,25786.41015625,39136
BA,IRAMAIA,45185.3515625,15045,3003.35009766,35874
BA,PRESIDENTE JÂNIO QUADROS,40023.14453125,14212,2816.14990234,38156
BA,MAIRI,64854.29296875,19700,3292.10009766,37036
BA,HELIÓPOLIS,46740.99609375,14713,3176.85009766,30970
BA,PRESIDENTE TANCREDO NEVES,89919.171875,24249,3708.15991211,38164
BA,BARRA DO ROCHA,29038.30859375,5860,4955.33984375,33618
BA,PRESIDENTE DUTRA,47002.90625,14306,3285.54003906,38130
BA,CAMPO ALEGRE DE LOURDES,86973.453125,27670,3143.23999023,34177
BA,OLIVEIRA DOS BREJINHOS,73714.15625,23596,3124.01000977,37656
BA,CATU,386145.71875,50809,7599.95019531,34495
BA,TANHAÇU,80742.0703125,20134,4010.22998047,39195
BA,VALENÇA,555572.25,89597,6200.79003906,39578
BA,CENTRAL,56313.98046875,18029,3123.52001953,34517
BA,SÃO FÉLIX,70210.15625,16208,4331.81982422,38792
BA,CAMAMU,149328.40625,32881,4541.47998047,34150
BA,PIRITIBA,84142.8046875,26265,3203.61010742,37974
BA,WANDERLEY,59737.21875,13252,4507.79003906,39993
BA,ITAMARAJU,508954.0625,67803,7506.35986328,36137
BA,ITAGIBÁ,112435.390625,16590,6777.29980469,36056
BA,MALHADA DE PEDRAS,26240.70507812,7677,3418.09008789,37079
BA,BOM JESUS DA LAPA,351413.0625,66192,5309.0,33774
BA,ABARÉ,56625.83203125,18831,3007.05004883,33030
BA,ACAJUTIBA,61590.81640625,15192,4054.15991211,33057
BA,CARINHANHA,96256.828125,30240,3183.10009766,34410
BA,SERRA PRETA,50307.50390625,16168,3111.55004883,39071
BA,ITAPÉ,40550.72265625,10630,3814.73999023,36250
BA,PILÃO ARCADO,97126.453125,34466,2818.04003906,37893
BA,IPIRÁ,245887.9375,62197,3953.37011719,35815
BA,IGRAPIÚNA,137953.75,13268,10397.48046875,35700
BA,JUSSARA,43503.5390625,15204,2861.32006836,36714
BA,IBICARAÍ,100709.2734375,24569,4099.04003906,35416
BA,COCOS,135027.5,17923,7533.75976562,34614
BA,LUÍS EDUARDO MAGALHÃES,1888228125.0,52054,36274.41015625,30007
BA,CAMAÇARI,12158915.0,234558,51837.55859375,34134
BA,ITABERABA,338606.15625,61490,5506.68994141,35955
BA,ENTRE RIOS,248541.796875,40524,6133.20019531,35092
BA,SANTO ANTÔNIO DE JESUS,835156.6875,88768,9408.30957031,38733
BA,PARAMIRIM,78535.03125,20870,3763.06005859,37737
BA,FEIRA DA MATA,30380.33398438,6562,4629.74023438,35149
BA,CANDIBA,43417.87109375,12821,3386.4699706999995,34312
BA,ANDARAÍ,48729.01953125,14609,3335.55004883,33251
BA,PÉ DE SERRA,57215.6796875,14788,3869.06005859,39810
BA,BOA NOVA,50579.9765625,15427,3278.66992188,33731
BA,BARRA DA ESTIVA,127462.8515625,20537,6206.5,33553
BA,FILADÉLFIA,53721.9609375,16215,3313.10009766,30910
BA,SERROLÂNDIA,45652.41796875,12665,3604.61010742,39110
BA,JITAÚNA,57266.8359375,16365,3499.35009766,36676
BA,LAPÃO,109688.2421875,26616,4121.14013672,39730
BA,ANGUERA,26372.31835938,9826,2683.92993164,33294
BA,CAETANOS,30036.10546875,12307,2440.57006836,34029
BA,PARATINGA,96737.9765625,29874,3238.19995117,37753
BA,FLORESTA AZUL,42329.94140625,10364,4084.32006836,35190
BA,SANTA TERESINHA,33876.703125,10546,3212.2800293,-
BA,SÃO JOSÉ DA VITÓRIA,20077.56640625,6270,3202.15991211,39926
BA,REMANSO,155141.328125,39705,3907.35009766,38210
BA,MARAGOGIPE,178405.578125,43921,4061.9699706999995,37133
BA,NOVO TRIUNFO,36864.1328125,14763,2497.06005859,37621
BA,JIQUIRIÇÁ,50515.6328125,13772,3668.0,36650
BA,ITUAÇU,82193.359375,18772,4378.50976562,36455
BA,PAULO AFONSO,1743769875.0,106703,16342.28027344,37818
BA,BARREIRAS,1693253625.0,137832,12284.91015625,33634
BA,APUAREMA,32103.33984375,7610,4218.56982422,33405
BA,CACHOEIRA,193704.671875,33782,5733.95996094,33979
BA,RUY BARBOSA,125032.3828125,30422,4109.93017578,38458
BA,OLINDINA,92409.46875,24557,3763.06005859,37630
BA,ITAETÉ,57720.859375,14664,3936.22998047,36013
BA,LIVRAMENTO DE NOSSA SENHORA,222608.734375,44568,4994.81005859,36919
BA,NOVA IBIÁ,33765.703125,7029,4803.77001953,39969
BA,INHAMBUPE,163543.890625,36719,4453.93017578,35750
BA,IBICOARA,226989.453125,16940,13399.61035156,35432
BA,PEDRÃO,24826.99804688,7597,3268.0,37834
BA,SÍTIO DO MATO,57113.71484375,13187,4331.06005859,39144
BA,IUIÚ,54116.75,12093,4475.04980469,-
BA,CATURAMA,26457.0,8713,3036.5,34509
BA,ELÍSIO MEDRADO,30162.81640625,8183,3686.0300293000005,35050
BA,AMARGOSA,162852.53125,35278,4616.25976562,33197
BA,GUAJERU,29756.83203125,9330,3189.37011719,30953
BA,ALCOBAÇA,142096.75,20242,7019.89990234,33154
BA,CURAÇÁ,142728.21875,34421,4146.54003906,34975
BA,ITAJU DO COLÔNIA,38664.078125,7706,5017.39990234,36099
BA,IBIASSUCÊ,42919.61328125,9008,4764.60986328,35394
BA,MAIQUINIQUE,43714.84765625,8848,4940.64990234,37010
BA,ITATIM,87130.4453125,15516,5615.52001953,36382
BA,COTEGIPE,53177.484375,14191,3747.27001953,34878
BA,DÁRIO MEIRA,47403.1796875,12331,3844.22998047,34991
BA,FORMOSA DO RIO PRETO,533663.1875,22171,24070.3203125,35211
BA,ÁGUA FRIA,66563.5390625,15328,4342.60986328,33073
BA,SÃO DOMINGOS,43055.078125,9730,4424.97998047,38806
BA,MORTUGABA,45490.046875,14692,3096.25,37370
BA,MUNIZ FERREIRA,26533.71484375,7236,3666.89990234,37451
BA,TEOLÂNDIA,46183.97265625,12810,3605.31005859,39314
BA,ÉRICO CARDOSO,31641.61523438,10717,2952.4699707,33090
BA,TERRA NOVA,45995.96484375,12583,3655.40991211,39330
BA,ITAMARI,36500.1640625,8781,4156.72021484,36153
BA,MIRANGABA,62113.2421875,18849,3295.31005859,37290
BA,RIO DO ANTÔNIO,53273.8515625,15110,3525.72998047,38377
BA,JEREMOABO,147223.46875,39302,3745.94995117,36633
BA,SÃO SEBASTIÃO DO PASSÉ,317994.25,41758,7615.16992188,38890
BA,ARATACA,58449.3984375,10953,5336.37988281,30732
BA,CHORROCHÓ,41587.015625,11022,3773.09008789,34533
BA,CANDEIAS,3224811.75,81699,39471.859375,34290
BA,SÃO FELIPE,80595.3125,20952,3846.65991211,38814
BA,NAZARÉ,136208.3125,27427,4966.20996094,37516
CE,IRACEMA,62552.0234375,15114,4138.68017578,14214
CE,ABAIARA,33615.54296875,11077,3034.7199707,13013
CE,NOVO ORIENTE,93621.4453125,28703,3261.72998047,14893
CE,IBARETAMA,42010.30078125,13206,3181.14990234,14060
CE,ACARAPE,56133.1015625,15627,3592.06005859,13145
CE,ARATUBA,50276.91796875,12478,4029.23999023,13277
CE,PINDORETAMA,76975.75,18322,4201.27001953,13285
CE,BOA VIAGEM,195497.71875,56236,3476.37988281,13471
CE,PEDRA BRANCA,132454375.0,42152,3142.30004883,15113
CE,IPAUMIRIM,42898.6640625,11999,3575.18994141,14150
CE,BARBALHA,361385.09375,53011,6817.16992188,13374
CE,ARACOIABA,95183.4140625,25351,3754.62011719,13234
CE,MISSÃO VELHA,136965.046875,35135,3898.25,14699
CE,GUARAMIRANGA,25825.7578125,4070,6345.39990234,14036
CE,SOLONÓPOLE,85114.359375,18025,4722.02001953,15610
CE,CRATO,726944.0625,116759,6226.02001953,13854
CE,GRANJEIRO,19908.97460938,4999,3982.59008789,13978
CE,CARIÚS,58676.28125,19338,3034.25,13650
CE,JAGUARETAMA,82730.8359375,18411,4493.54980469,14354
CE,RERIUTABA,70465125.0,19444,3624.0,15350
CE,MILAGRES,104356.4375,28077,3716.79003906,14672
CE,NOVA RUSSAS,120630.0703125,32016,3767.81005859,14877
CE,CARIRÉ,64836.63671875,19132,3388.90991211,13617
CE,ITAPIPOCA,530908.0625,114441,4639.14013672,14290
CE,GRANJA,164077.84375,53952,3041.17993164,13951
CE,MARTINÓPOLE,30235.43359375,11118,2719.5,14591
CE,HIDROLÂNDIA,76112.5234375,19252,3953.48999023,14052
CE,HORIZONTE,1067819.0,54362,19642.75,13188
CE,PACAJUS,464257.5,59689,7777.93994141,14931
CE,IBIAPINA,129953.6171875,24125,5386.68017578,14079
CE,CHORÓ,42342.9296875,13439,3150.75,13463
CE,DEPUTADO IRAPUAN PINHEIRO,33583.828125,9615,3492.86010742,15989
CE,CROATÁ,71450.75,18246,3915.9699706999995,15881
CE,LAVRAS DA MANGABEIRA,105865.5078125,30524,3468.27001953,14516
CE,VIÇOSA DO CEARÁ,188837.171875,56673,3332.05004883,15830
CE,CANINDÉ,307797.0,77552,3968.90991211,13552
CE,BANABUIÚ,76052.234375,18388,4135.97021484,13382
CE,GENERAL SAMPAIO,25142.140625,6654,3778.5,13935
CE,JATI,28813.19335938,7518,3832.56005859,14451
CE,UMARI,25433.55859375,7891,3223.11010742,15750
CE,ITAIÇABA,27905.3046875,7955,3507.89990234,14257
CE,MIRAÍMA,37922.73046875,12737,2977.37011719,14680
CE,FRECHEIRINHA,51840.0859375,13537,3829.51000977,13919
CE,CEDRO,90544.5234375,25591,3538.13989258,13757
CE,AURORA,89467.84375,25113,3562.61010742,13331
CE,SÃO GONÇALO DO AMARANTE,659916.25,42962,15360.45996094,15490
CE,ASSARÉ,76518.9765625,22550,3393.30004883,13315
CE,JAGUARIBE,206077.078125,36493,5647.02978516,14397
CE,IPAPORANGA,34297.74609375,11768,2914.48999023,13340
CE,GROAÍRAS,33190.703125,9971,3328.7199707,13994
CE,MAURITI,169606.5625,44211,3836.30004883,14630
CE,MORRINHOS,68998.65625,22695,3040.26000977,14796
CE,PENTECOSTE,149833.015625,35166,4260.74023438,15156
CE,PARAMBU,103936.859375,32231,3224.75,15075
CE,CATUNDA,37783.76171875,11198,3374.14990234,13447
CE,VARJOTA,76601.1171875,17802,4302.95019531,98574
CE,TAUÁ,242443.71875,56639,4280.50976562,15679
CE,URUBURETAMA,105931.96875,20627,5135.60009766,15776
CE,ERERÊ,24669.0703125,7332,3364.58007812,13200
CE,URUOCA,41727.48046875,13820,3019.35009766,15792
CE,CARNAUBAL,65062.3125,16755,3883.15991211,13676
CE,POTIRETAMA,25400.77148438,6891,3686.08007812,13269
CE,TABULEIRO DO NORTE,137984875.0,29576,4665.43017578,15636
CE,FARIAS BRITO,64205.171875,19605,3274.93994141,13870
CE,TARRAFAS,26677.58007812,8900,2997.47998047,13366
CE,RUSSAS,441188.8125,67960,6491.89013672,15377
CE,BELA CRUZ,101760.7265625,30900,3293.22998047,13455
CE,TRAIRI,199633.515625,51386,3884.97998047,15717
CE,MULUNGU,46788.59765625,11914,3927.18994141,14834
CE,ACOPIARA,169086.6875,50784,3329.5300293,13056
CE,LIMOEIRO DO NORTE,356308.75,56098,6351.54003906,14532
CE,ANTONINA DO NORTE,24448.77734375,7059,3463.48999023,13153
CE,IGUATU,602302.25,97203,6196.33007812,14117
CE,MARCO,108854.390625,24622,4421.02001953,14575
CE,PORANGA,34502.4453125,12356,2792.36010742,15210
CE,FORTIM,64510.1875,15095,4273.60986328,13501
CE,PEREIRO,53638.68359375,15828,3388.85009766,15172
CE,ARACATI,492432.96875,69616,7073.56005859,13218
CE,APUIARÉS,44171.85546875,14414,3064.51000977,13170
CE,COREAÚ,69442.953125,22215,3125.94995117,13811
CE,JAGUARUANA,209209.65625,32352,6466.66992188,14419
CE,IRAUÇUBA,76568.03125,23309,3284.90991211,14230
CE,AMONTADA,153681.328125,40198,3823.11010742,15873
CE,JUCÁS,80904.34375,23738,3408.2199706999995,14494
CE,CARIDADE,59368.80078125,19233,3086.82006836,13595
CE,GUARACIABA DO NORTE,177781.0,38406,4628.99023438,14010
CE,ICAPUÍ,157030.65625,19385,8100.62988281,15938
CE,SANTA QUITÉRIA,191563.78125,45080,4249.41992188,15458
CE,MASSAPÊ,117690.34375,35388,3325.70996094,14613
CE,GRAÇA,48560.41015625,15949,3044.72998047,13064
CE,JARDIM,91902.015625,26578,3457.82006836,14435
CE,CAPISTRANO,52476.46875,17033,3080.87011719,13579
CE,JIJOCA DE JERICOACOARA,64023.44140625,16880,3792.86010742,13005
CE,CHOROZINHO,78034.9609375,18759,4159.87011719,13161
CE,QUIXERAMOBIM,349781.71875,73517,4757.83007812,15296
CE,BREJO SANTO,191745.0625,41266,4646.56005859,13498
CE,GUAIÚBA,82031.0625,23853,3439.0300293000005,13242
CE,ARARENDÁ,35326.19921875,11186,3158.07006836,13420
CE,TIANGUÁ,374219.5625,68588,5456.04980469,15695
CE,ARARIPE,84206.421875,22373,3763.75,13250
CE,PORTEIRAS,53051.28515625,15058,3523.12988281,15237
CE,MADALENA,65020.15625,17773,3658.37011719,13021
CE,CARIRIAÇU,87100125.0,27380,3181.15991211,13633
CE,SALITRE,77822125.0,16845,4619.89013672,15440
CE,MARACANAÚ,3534385.0,201693,17523.58984375,15857
CE,PACUJÁ,21133.74414062,6233,3390.62011719,14990
CE,ITATIRA,66732.171875,18875,3535.47998047,14338
CE,AIUABA,48629.4375,16423,2961.06005859,13072
CE,POTENGI,34289.66015625,10144,3380.29003906,15253
CE,ALTANEIRA,21733.01171875,6834,3180.12988281,13110
CE,MORADA NOVA,351117.84375,63126,5562.16992188,14753
CE,BEBERIBE,211808.109375,48760,4343.89013672,13439
CE,TEJUÇUOCA,46976.1015625,16180,2903.34008789,13323
CE,PACATUBA,479294.34375,71839,6671.77978516,14958
CE,SANTANA DO CARIRI,67936.0,18369,3698.39990234,15431
CE,MILHÃ,49370.15625,14826,3329.9699707,15970
CE,CRUZ,76905.4609375,23540,3267.01000977,15890
CE,OCARA,75618.8359375,24636,3069.43994141,13307
CE,PARAIPABA,141155.40625,29892,4722.18017578,15997
CE,UMIRIM,60732.4140625,19044,3189.06005859,98558
CE,ACARAÚ,230465.71875,54753,4209.18994141,13030
CE,ITAPIÚNA,57058.2109375,18610,3066.0,14311
CE,AQUIRAZ,603479.0625,71400,8452.08984375,13196
CE,ITAPAGÉ,249719.25,47354,5273.45996094,14273
CE,ALCÂNTARAS,32610.0546875,10816,3014.97998047,13099
CE,PACOTI,48024.953125,11519,4169.18994141,14974
CE,IPU,161581125.0,41052,3936.01000977,14176
CE,UBAJARA,174912.265625,31247,5597.72998047,15733
CE,PALMÁCIA,34406.640625,10838,3174.62988281,15032
CE,JUAZEIRO DO NORTE,1595504125.0,249829,6386.37988281,14478
CE,IPUEIRAS,135950.578125,39288,3460.36010742,14192
CE,BATURITÉ,134232.671875,33271,4034.52001953,13412
CE,PARACURU,166716.234375,32557,5120.75,15059
CE,TAMBORIL,89577.265625,26857,3335.34008789,15652
CE,MUCAMBO,45321.98828125,14537,3117.69995117,14818
CE,IBICUITINGA,40276.6328125,11800,3413.27001953,15920
CE,BARREIRA,75557.6484375,19469,3880.91992188,13129
CE,ITAITINGA,159719.203125,32678,4887.66992188,13480
CE,CAUCAIA,2192431.0,334364,6557.02001953,13730
CE,EUSÉBIO,1081127375.0,41307,26172.98046875,13226
CE,NOVA OLINDA,54309.4296875,13659,3976.09008789,14850
CE,CHAVAL,44181.80078125,12644,3494.29003906,13773
CE,MORAÚJO,27293.93945312,8538,3196.76000977,14770
CE,SABOEIRO,48796.953125,16851,2895.79003906,15393
CE,MOMBAÇA,142849.078125,46728,3057.0300293,14710
CE,MONSENHOR TABOSA,55848.71484375,17178,3251.17993164,14737
CE,SÃO JOÃO DO JAGUARIBE,37256.609375,8500,4383.12988281,15512
CE,PARAMOTI,41914.27734375,12130,3455.41992188,15091
CE,FORTALEZA,31789186.0,2505552,12687.5,13897
CE,QUIXADÁ,392364.25,80447,4877.29980469,15270
CE,SENADOR POMPEU,106628.203125,25263,4220.72998047,15555
CE,ITAREMA,159949.25,36536,4377.85009766,15954
CE,BAIXIO,22142.4765625,5991,3695.95996094,13358
CE,CATARINA,47258.05078125,18010,2623.98999023,13714
CE,CRATEÚS,331236.40625,75249,4401.87011719,13838
CE,CAMPOS SALES,98834.7265625,26417,3741.33007812,13536
CE,PIRES FERREIRA,31351.3984375,9857,3180.62011719,13048
CE,ORÓS,91515.421875,21784,4201.04003906,14915
CE,MARANGUAPE,643602.6875,110523,5823.25,14559
CE,BARROQUINHA,53454.80859375,15558,3435.84008789,13404
CE,PALHANO,38838.16015625,9268,4190.56982422,15016
CE,CASCAVEL,388962.96875,67956,5723.75,13692
CE,BARRO,77142.3359375,21556,3578.68994141,13390
CE,ARNEIROZ,29477.015625,7486,3937.62011719,13293
CE,SÃO LUÍS DO CURU,48670.078125,12613,3858.7199706999995,15539
CE,SOBRAL,1964743.0,182431,10769.79003906,15598
CE,JAGUARIBARA,49820.03515625,10399,4790.85009766,14370
CE,PENAFORTE,39802.4375,8168,4872.97021484,15130
CE,ALTO SANTO,72420.8203125,20829,3476.91992188,13137
CE,QUIXELÔ,56937.3046875,16272,3499.10009766,98531
CE,PIQUET CARNEIRO,51314.25390625,15673,3274.05004883,15199
CE,ICÓ,238603.390625,65612,3636.58007812,14095
CE,TURURU,40925.0546875,14308,2860.29003906,13080
CE,MERUOCA,39793.94921875,12780,3113.77001953,14656
CE,FORQUILHA,85758.390625,21599,3970.47998047,15911
CE,SÃO BENEDITO,202704.234375,45407,4464.16015625,15474
CE,VÁRZEA ALEGRE,133889.921875,39810,3363.2199706999995,15814
CE,INDEPENDÊNCIA,106890.046875,26317,4061.62988281,14133
CE,QUITERIANÓPOLIS,63406.75390625,21230,2986.65991211,13102
CE,SANTANA DO ACARAÚ,108160.671875,30410,3556.75,15415
CE,SENADOR SÁ,26109.08007812,6669,3914.98999023,15571
CE,REDENÇÃO,98211.515625,26768,3668.98999023,15334
CE,CAMOCIM,264770375.0,61278,4320.81005859,13510
CE,QUIXERÉ,135489.28125,19772,6852.58007812,15318
DF,BRASÍLIA,131487264.0,2606885,50438.4609375,97012
ES,VITÓRIA,19782628.0,320156,61790.58984375,57053
ES,SERRA,11531826.0,404688,28495.59960938,56995
ES,PANCAS,123706.6484375,18497,6687.93017578,56790
ES,ALTO RIO NOVO,47128.93359375,6172,7635.93017578,56065
ES,VARGEM ALTA,174520.09375,18637,9364.16992188,57959
ES,JOÃO NEIVA,162151.4375,14621,11090.30957031,56626
ES,GUARAPARI,924333.0625,104534,8842.41992188,56472
ES,IBITIRAMA,62844.390625,9238,6802.81005859,56502
ES,ATILIO VIVACQUA,98105.6171875,9361,10480.25,-
ES,DIVINO DE SÃO LOURENÇO,34397.96875,5011,6864.49023438,56359
ES,LINHARES,2314608.25,132664,17447.15039062,56634
ES,SÃO DOMINGOS DO NORTE,88457.796875,8205,10780.95996094,56006
ES,ÁGUIA BRANCA,94435375.0,9503,9937.4296875,57991
ES,MARILÂNDIA,102197.3515625,10676,9572.62988281,57070
ES,JAGUARÉ,330817.40625,23472,14094.12988281,57134
ES,ÁGUA DOCE DO NORTE,90734.359375,12091,7504.29003906,56022
ES,PINHEIROS,390701.78125,23874,16365.16015625,56812
ES,VENDA NOVA DO IMIGRANTE,232603.6875,20028,11613.91992188,57975
ES,ITARANA,87713.796875,10667,8222.91015625,56570
ES,COLATINA,1724502.25,111365,15485.13964844,56294
ES,SÃO MATEUS,956261.75,101613,9410.8203125,56979
ES,ARACRUZ,1975875.25,78658,25119.8203125,56111
ES,LARANJA DA TERRA,69701.8984375,11136,6259.14990234,57916
ES,BOM JESUS DO NORTE,65357.9140625,9672,6757.43994141,56219
ES,MONTANHA,197230.15625,18856,10459.80957031,56693
ES,CACHOEIRO DE ITAPEMIRIM,2399003.25,201259,11919.98046875,56235
ES,CONCEIÇÃO DA BARRA,401526.25,27059,14838.91992188,56316
ES,BREJETUBA,112031.09375,11097,10095.62011719,56146
ES,MARECHAL FLORIANO,184262125.0,13302,13852.20996094,56103
ES,SÃO JOSÉ DO CALÇADO,72256.3984375,10965,6589.72998047,56952
ES,ICONHA,151559.609375,11901,12735.03027344,56510
ES,SANTA MARIA DE JETIBÁ,531211.4375,33921,15660.25,57932
ES,ALEGRE,228743.390625,31143,7344.93994141,56030
